[2024-02-06 13:05:35,847][root][INFO] - Experiment name: xgb_regression_da_normalzied_tune
[2024-02-06 13:06:55,431][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002253 seconds
[2024-02-06 13:06:55,431][hyperopt.tpe][INFO] - TPE using 17/17 trials with best loss 0.251654
[2024-02-06 13:06:58,669][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002165 seconds
[2024-02-06 13:06:58,670][hyperopt.tpe][INFO] - TPE using 18/18 trials with best loss 0.251654
[2024-02-06 13:07:01,005][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002230 seconds
[2024-02-06 13:07:01,005][hyperopt.tpe][INFO] - TPE using 19/19 trials with best loss 0.251654
[2024-02-06 13:07:02,618][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002327 seconds
[2024-02-06 13:07:02,619][hyperopt.tpe][INFO] - TPE using 20/20 trials with best loss 0.251654
[2024-02-06 13:07:05,503][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002167 seconds
[2024-02-06 13:07:05,503][hyperopt.tpe][INFO] - TPE using 21/21 trials with best loss 0.247692
[2024-02-06 13:07:08,379][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002221 seconds
[2024-02-06 13:07:08,380][hyperopt.tpe][INFO] - TPE using 22/22 trials with best loss 0.244912
[2024-02-06 13:07:11,271][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002186 seconds
[2024-02-06 13:07:11,271][hyperopt.tpe][INFO] - TPE using 23/23 trials with best loss 0.244912
[2024-02-06 13:07:14,171][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002293 seconds
[2024-02-06 13:07:14,171][hyperopt.tpe][INFO] - TPE using 24/24 trials with best loss 0.244898
[2024-02-06 13:07:18,756][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002435 seconds
[2024-02-06 13:07:18,756][hyperopt.tpe][INFO] - TPE using 25/25 trials with best loss 0.244898
[2024-02-06 13:07:21,561][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002234 seconds
[2024-02-06 13:07:21,561][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.244898
[2024-02-06 13:07:24,057][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002248 seconds
[2024-02-06 13:07:24,057][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.244898
[2024-02-06 13:07:26,627][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002203 seconds
[2024-02-06 13:07:26,627][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.244898
[2024-02-06 13:07:29,129][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002527 seconds
[2024-02-06 13:07:29,129][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.244898
[2024-02-06 13:07:33,206][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002212 seconds
[2024-02-06 13:07:33,206][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.244898
[2024-02-06 13:07:33,746][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2024-02-06 13:07:33,746][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.244898
[2024-02-06 13:07:36,698][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002336 seconds
[2024-02-06 13:07:36,698][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.244829
[2024-02-06 13:07:40,276][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2024-02-06 13:07:40,276][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.244829
[2024-02-06 13:07:42,099][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002143 seconds
[2024-02-06 13:07:42,100][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.244707
[2024-02-06 13:07:43,028][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002140 seconds
[2024-02-06 13:07:43,029][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.244707
[2024-02-06 13:07:44,261][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002202 seconds
[2024-02-06 13:07:44,261][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.243121
[2024-02-06 13:07:45,503][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002183 seconds
[2024-02-06 13:07:45,504][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.240331
[2024-02-06 13:07:46,752][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002161 seconds
[2024-02-06 13:07:46,752][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.240331
[2024-02-06 13:07:47,927][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002189 seconds
[2024-02-06 13:07:47,928][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.240331
[2024-02-06 13:07:49,184][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002177 seconds
[2024-02-06 13:07:49,184][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.240191
[2024-02-06 13:07:50,456][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002157 seconds
[2024-02-06 13:07:50,457][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.240191
[2024-02-06 13:07:51,696][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002205 seconds
[2024-02-06 13:07:51,696][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.240191
[2024-02-06 13:07:52,879][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002168 seconds
[2024-02-06 13:07:52,879][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.240191
[2024-02-06 13:07:53,987][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002192 seconds
[2024-02-06 13:07:53,987][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.240191
[2024-02-06 13:07:55,082][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002185 seconds
[2024-02-06 13:07:55,083][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.240191
[2024-02-06 13:07:55,217][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002134 seconds
[2024-02-06 13:07:55,217][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.240191
[2024-02-06 13:07:56,887][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002225 seconds
[2024-02-06 13:07:56,888][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.240191
[2024-02-06 13:07:58,765][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002273 seconds
[2024-02-06 13:07:58,765][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.240191
[2024-02-06 13:07:59,097][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002154 seconds
[2024-02-06 13:07:59,097][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.240191
[2024-02-06 13:07:59,231][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002110 seconds
[2024-02-06 13:07:59,231][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.240191
[2024-02-06 13:08:01,363][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002207 seconds
[2024-02-06 13:08:01,363][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.240191
[2024-02-06 13:08:02,605][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002127 seconds
[2024-02-06 13:08:02,605][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.240191
[2024-02-06 13:08:03,183][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002120 seconds
[2024-02-06 13:08:03,184][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.240191
[2024-02-06 13:08:03,850][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002234 seconds
[2024-02-06 13:08:03,850][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.240097
[2024-02-06 13:08:03,934][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002130 seconds
[2024-02-06 13:08:03,934][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.240097
[2024-02-06 13:08:04,236][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002176 seconds
[2024-02-06 13:08:04,236][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.240097
[2024-02-06 13:08:04,882][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002162 seconds
[2024-02-06 13:08:04,883][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.240097
[2024-02-06 13:08:05,271][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002166 seconds
[2024-02-06 13:08:05,271][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.240097
[2024-02-06 13:08:06,258][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002230 seconds
[2024-02-06 13:08:06,258][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.240097
[2024-02-06 13:08:06,544][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002163 seconds
[2024-02-06 13:08:06,544][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.240097
[2024-02-06 13:08:07,204][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002187 seconds
[2024-02-06 13:08:07,205][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.240097
[2024-02-06 13:08:08,861][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002210 seconds
[2024-02-06 13:08:08,861][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.240097
[2024-02-06 13:08:09,514][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002386 seconds
[2024-02-06 13:08:09,514][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.240097
[2024-02-06 13:08:11,070][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002226 seconds
[2024-02-06 13:08:11,071][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.240097
[2024-02-06 13:08:11,407][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002115 seconds
[2024-02-06 13:08:11,407][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.240097
[2024-02-06 13:08:12,663][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002138 seconds
[2024-02-06 13:08:12,663][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.240097
[2024-02-06 13:08:13,914][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002126 seconds
[2024-02-06 13:08:13,915][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.240097
[2024-02-06 13:08:15,172][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002170 seconds
[2024-02-06 13:08:15,172][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.240097
[2024-02-06 13:08:16,463][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002096 seconds
[2024-02-06 13:08:16,464][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.240097
[2024-02-06 13:08:18,992][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002205 seconds
[2024-02-06 13:08:18,992][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.240097
[2024-02-06 13:08:20,290][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002228 seconds
[2024-02-06 13:08:20,291][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.240097
[2024-02-06 13:08:20,940][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002206 seconds
[2024-02-06 13:08:20,940][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.240097
[2024-02-06 13:08:24,020][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002255 seconds
[2024-02-06 13:08:24,020][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.239210
[2024-02-06 13:08:24,306][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002199 seconds
[2024-02-06 13:08:24,307][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.239210
[2024-02-06 13:08:26,064][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002198 seconds
[2024-02-06 13:08:26,064][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.239210
[2024-02-06 13:08:28,629][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002185 seconds
[2024-02-06 13:08:28,629][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.239210
[2024-02-06 13:08:31,655][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002194 seconds
[2024-02-06 13:08:31,655][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.239210
[2024-02-06 13:08:35,506][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002222 seconds
[2024-02-06 13:08:35,506][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.239210
[2024-02-06 13:08:38,528][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002200 seconds
[2024-02-06 13:08:38,528][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.239210
[2024-02-06 13:08:39,993][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002218 seconds
[2024-02-06 13:08:39,993][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.239210
[2024-02-06 13:08:40,281][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002240 seconds
[2024-02-06 13:08:40,282][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.239210
[2024-02-06 13:08:41,745][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002264 seconds
[2024-02-06 13:08:41,746][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.239210
[2024-02-06 13:08:43,123][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002192 seconds
[2024-02-06 13:08:43,123][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.239210
[2024-02-06 13:08:44,098][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002209 seconds
[2024-02-06 13:08:44,098][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.239210
[2024-02-06 13:08:45,597][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002218 seconds
[2024-02-06 13:08:45,598][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.239210
[2024-02-06 13:08:47,092][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002190 seconds
[2024-02-06 13:08:47,093][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.239210
[2024-02-06 13:08:48,626][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002171 seconds
[2024-02-06 13:08:48,626][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.239210
[2024-02-06 13:08:48,861][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002068 seconds
[2024-02-06 13:08:48,861][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.239210
[2024-02-06 13:08:49,618][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002080 seconds
[2024-02-06 13:08:49,619][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.239210
[2024-02-06 13:08:50,428][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002081 seconds
[2024-02-06 13:08:50,428][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.239210
[2024-02-06 13:08:50,763][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002096 seconds
[2024-02-06 13:08:50,763][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.239210
[2024-02-06 13:08:54,775][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002209 seconds
[2024-02-06 13:08:54,775][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.239210
[2024-02-06 13:08:57,808][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002179 seconds
[2024-02-06 13:08:57,808][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.239210
[2024-02-06 13:08:58,137][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002157 seconds
[2024-02-06 13:08:58,137][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.239210
[2024-02-06 13:09:00,655][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002187 seconds
[2024-02-06 13:09:00,655][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.239210
[2024-02-06 13:09:00,944][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002172 seconds
[2024-02-06 13:09:00,944][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.239210
[2024-02-06 13:09:01,280][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002188 seconds
[2024-02-06 13:09:01,280][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.239210
[2024-02-06 13:09:04,432][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002366 seconds
[2024-02-06 13:09:04,432][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.239210
[2024-02-06 13:09:05,465][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002182 seconds
[2024-02-06 13:09:05,466][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.239210
[2024-02-06 13:09:06,658][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002222 seconds
[2024-02-06 13:09:06,658][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.239210
[2024-02-06 13:09:07,438][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002194 seconds
[2024-02-06 13:09:07,438][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.239210
[2024-02-06 13:09:10,246][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002180 seconds
[2024-02-06 13:09:10,246][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.239210
[2024-02-06 13:09:10,789][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002179 seconds
[2024-02-06 13:09:10,789][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.239210
[2024-02-06 13:09:12,294][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002198 seconds
[2024-02-06 13:09:12,294][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.239210
[2024-02-06 13:09:12,581][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002150 seconds
[2024-02-06 13:09:12,581][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.239210
[2024-02-06 13:09:14,099][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002219 seconds
[2024-02-06 13:09:14,099][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.239210
[2024-02-06 13:09:15,492][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002192 seconds
[2024-02-06 13:09:15,492][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.239210
[2024-02-06 13:09:16,487][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002180 seconds
[2024-02-06 13:09:16,487][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.239210
[2024-02-06 13:09:17,986][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002228 seconds
[2024-02-06 13:09:17,986][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.239210
[2024-02-06 13:09:19,492][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002228 seconds
[2024-02-06 13:09:19,493][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.239210
[2024-02-06 13:09:20,993][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002212 seconds
[2024-02-06 13:09:20,993][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.239210
[2024-02-06 13:09:22,531][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002138 seconds
[2024-02-06 13:09:22,531][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.239210
[2024-02-06 13:09:22,818][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002121 seconds
[2024-02-06 13:09:22,818][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.239210
[2024-02-06 13:09:23,702][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002152 seconds
[2024-02-06 13:09:23,702][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.239210
[2024-02-06 13:09:26,990][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002175 seconds
[2024-02-06 13:09:26,990][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.239210
[2024-02-06 13:09:29,363][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002214 seconds
[2024-02-06 13:09:29,363][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.239210
[2024-02-06 13:09:30,874][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002148 seconds
[2024-02-06 13:09:30,874][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.239210
[2024-02-06 13:09:32,374][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002141 seconds
[2024-02-06 13:09:32,374][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.239210
[2024-02-06 13:09:35,814][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002270 seconds
[2024-02-06 13:09:35,814][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.239210
[2024-02-06 13:09:37,335][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002202 seconds
[2024-02-06 13:09:37,335][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.239210
[2024-02-06 13:09:37,571][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002177 seconds
[2024-02-06 13:09:37,572][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.239210
[2024-02-06 13:09:39,105][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002213 seconds
[2024-02-06 13:09:39,105][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.239210
[2024-02-06 13:09:40,462][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002173 seconds
[2024-02-06 13:09:40,462][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.239210
[2024-02-06 13:09:41,646][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002191 seconds
[2024-02-06 13:09:41,646][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.239210
[2024-02-06 13:09:42,548][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002208 seconds
[2024-02-06 13:09:42,549][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.239210
[2024-02-06 13:09:46,037][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002213 seconds
[2024-02-06 13:09:46,038][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.239210
[2024-02-06 13:09:47,257][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002185 seconds
[2024-02-06 13:09:47,257][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.239210
[2024-02-06 13:09:48,761][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002221 seconds
[2024-02-06 13:09:48,762][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.239210
[2024-02-06 13:09:49,047][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002125 seconds
[2024-02-06 13:09:49,048][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.239210
[2024-02-06 13:09:50,580][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002108 seconds
[2024-02-06 13:09:50,580][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.239210
[2024-02-06 13:09:52,207][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002115 seconds
[2024-02-06 13:09:52,207][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.239210
[2024-02-06 13:09:53,842][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002218 seconds
[2024-02-06 13:09:53,842][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.239210
[2024-02-06 13:09:55,058][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002219 seconds
