[2024-02-12 11:06:33,154][root][INFO] - Experiment name: xgb_regression_da_normalzied_tune
[2024-02-12 11:07:23,481][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.227557
[2024-02-12 11:07:23,585][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001454 seconds
[2024-02-12 11:07:23,585][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.227557
[2024-02-12 11:07:23,665][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001416 seconds
[2024-02-12 11:07:23,665][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.227557
[2024-02-12 11:07:23,702][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001385 seconds
[2024-02-12 11:07:23,702][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.227557
[2024-02-12 11:07:23,806][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001409 seconds
[2024-02-12 11:07:23,806][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.227557
[2024-02-12 11:07:23,910][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001527 seconds
[2024-02-12 11:07:23,910][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.227557
[2024-02-12 11:07:23,947][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001423 seconds
[2024-02-12 11:07:23,947][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.227557
[2024-02-12 11:07:24,052][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001422 seconds
[2024-02-12 11:07:24,052][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.227557
[2024-02-12 11:07:24,140][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001409 seconds
[2024-02-12 11:07:24,140][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.227557
[2024-02-12 11:07:24,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001462 seconds
[2024-02-12 11:07:24,177][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.227557
[2024-02-12 11:07:24,282][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001400 seconds
[2024-02-12 11:07:24,282][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.227557
[2024-02-12 11:07:24,370][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001458 seconds
[2024-02-12 11:07:24,370][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.227557
[2024-02-12 11:07:24,475][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001416 seconds
[2024-02-12 11:07:24,476][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.227557
[2024-02-12 11:07:24,515][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001450 seconds
[2024-02-12 11:07:24,515][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.227557
[2024-02-12 11:07:24,553][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001411 seconds
[2024-02-12 11:07:24,553][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.227482
[2024-02-12 11:07:24,591][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001481 seconds
[2024-02-12 11:07:24,591][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.227482
[2024-02-12 11:07:24,665][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001511 seconds
[2024-02-12 11:07:24,665][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.227482
[2024-02-12 11:07:24,703][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001416 seconds
[2024-02-12 11:07:24,703][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.227482
[2024-02-12 11:07:24,758][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001429 seconds
[2024-02-12 11:07:24,759][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.227482
[2024-02-12 11:07:24,796][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001453 seconds
[2024-02-12 11:07:24,797][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.227482
[2024-02-12 11:07:24,863][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001408 seconds
[2024-02-12 11:07:24,863][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.227482
[2024-02-12 11:07:24,957][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001566 seconds
[2024-02-12 11:07:24,957][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.227482
[2024-02-12 11:07:25,036][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001506 seconds
[2024-02-12 11:07:25,036][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.227482
[2024-02-12 11:07:25,074][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001407 seconds
[2024-02-12 11:07:25,074][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.227482
[2024-02-12 11:07:25,113][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001418 seconds
[2024-02-12 11:07:25,113][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.227482
[2024-02-12 11:07:25,169][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001552 seconds
[2024-02-12 11:07:25,169][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.227482
[2024-02-12 11:07:25,210][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001464 seconds
[2024-02-12 11:07:25,210][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.227482
[2024-02-12 11:07:25,247][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001429 seconds
[2024-02-12 11:07:25,248][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.227482
[2024-02-12 11:07:25,351][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001444 seconds
[2024-02-12 11:07:25,352][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.227482
[2024-02-12 11:07:25,425][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001421 seconds
[2024-02-12 11:07:25,425][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.227482
[2024-02-12 11:07:25,463][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001380 seconds
[2024-02-12 11:07:25,463][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.227482
[2024-02-12 11:07:25,520][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001414 seconds
[2024-02-12 11:07:25,520][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.227482
[2024-02-12 11:07:25,558][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001399 seconds
[2024-02-12 11:07:25,558][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.227482
[2024-02-12 11:07:25,675][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001480 seconds
[2024-02-12 11:07:25,675][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.227482
[2024-02-12 11:07:25,714][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001418 seconds
[2024-02-12 11:07:25,714][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.227482
[2024-02-12 11:07:25,786][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001407 seconds
[2024-02-12 11:07:25,786][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.227482
[2024-02-12 11:07:25,826][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001432 seconds
[2024-02-12 11:07:25,826][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.227482
[2024-02-12 11:07:25,882][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001398 seconds
[2024-02-12 11:07:25,882][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.227482
[2024-02-12 11:07:25,919][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001714 seconds
[2024-02-12 11:07:25,920][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.227482
[2024-02-12 11:07:25,960][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001435 seconds
[2024-02-12 11:07:25,960][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.227482
[2024-02-12 11:07:25,997][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001427 seconds
[2024-02-12 11:07:25,997][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.227482
[2024-02-12 11:07:26,034][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001410 seconds
[2024-02-12 11:07:26,034][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.227482
[2024-02-12 11:07:26,071][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001425 seconds
[2024-02-12 11:07:26,071][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.227482
[2024-02-12 11:07:26,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001418 seconds
[2024-02-12 11:07:26,177][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.227482
[2024-02-12 11:07:26,214][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001436 seconds
[2024-02-12 11:07:26,214][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.227482
[2024-02-12 11:07:26,251][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001396 seconds
[2024-02-12 11:07:26,252][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.227482
[2024-02-12 11:07:26,289][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001411 seconds
[2024-02-12 11:07:26,289][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.227482
[2024-02-12 11:07:26,390][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001414 seconds
[2024-02-12 11:07:26,390][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.227482
[2024-02-12 11:07:26,429][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001387 seconds
[2024-02-12 11:07:26,429][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.227482
[2024-02-12 11:07:26,500][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001502 seconds
[2024-02-12 11:07:26,500][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.227482
[2024-02-12 11:07:26,543][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001562 seconds
[2024-02-12 11:07:26,543][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.227482
[2024-02-12 11:07:26,580][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001464 seconds
[2024-02-12 11:07:26,580][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.227482
[2024-02-12 11:07:26,641][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001547 seconds
[2024-02-12 11:07:26,641][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.227482
[2024-02-12 11:07:26,680][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001432 seconds
[2024-02-12 11:07:26,680][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.227482
[2024-02-12 11:07:26,718][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001559 seconds
[2024-02-12 11:07:26,719][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.227482
[2024-02-12 11:07:26,813][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001444 seconds
[2024-02-12 11:07:26,814][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.227482
[2024-02-12 11:07:26,928][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001584 seconds
[2024-02-12 11:07:26,928][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.227482
[2024-02-12 11:07:26,968][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001452 seconds
[2024-02-12 11:07:26,968][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.227482
[2024-02-12 11:07:27,044][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001475 seconds
[2024-02-12 11:07:27,044][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.227482
[2024-02-12 11:07:27,120][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.005024 seconds
[2024-02-12 11:07:27,120][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.227482
[2024-02-12 11:07:27,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001408 seconds
[2024-02-12 11:07:27,165][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.227482
[2024-02-12 11:07:27,225][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001550 seconds
[2024-02-12 11:07:27,225][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.227482
[2024-02-12 11:07:27,264][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001410 seconds
[2024-02-12 11:07:27,264][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.227482
[2024-02-12 11:07:27,375][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001427 seconds
[2024-02-12 11:07:27,375][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.227482
[2024-02-12 11:07:27,477][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001405 seconds
[2024-02-12 11:07:27,477][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.227482
[2024-02-12 11:07:27,515][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001409 seconds
[2024-02-12 11:07:27,515][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.227482
[2024-02-12 11:07:27,590][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001428 seconds
[2024-02-12 11:07:27,590][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.227482
[2024-02-12 11:07:27,636][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001453 seconds
[2024-02-12 11:07:27,636][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.227482
[2024-02-12 11:07:27,674][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001551 seconds
[2024-02-12 11:07:27,674][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.227482
[2024-02-12 11:07:27,732][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001423 seconds
[2024-02-12 11:07:27,732][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.227482
[2024-02-12 11:07:27,770][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001459 seconds
[2024-02-12 11:07:27,771][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.227482
[2024-02-12 11:07:27,899][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001428 seconds
[2024-02-12 11:07:27,899][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.227482
[2024-02-12 11:07:27,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001407 seconds
[2024-02-12 11:07:27,999][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.227482
[2024-02-12 11:07:28,038][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001441 seconds
[2024-02-12 11:07:28,038][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.227482
[2024-02-12 11:07:28,117][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001392 seconds
[2024-02-12 11:07:28,117][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.227482
[2024-02-12 11:07:28,158][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001458 seconds
[2024-02-12 11:07:28,158][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.223556
[2024-02-12 11:07:28,221][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001406 seconds
[2024-02-12 11:07:28,221][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.223556
[2024-02-12 11:07:28,261][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001434 seconds
[2024-02-12 11:07:28,261][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.223556
[2024-02-12 11:07:28,388][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001442 seconds
[2024-02-12 11:07:28,389][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.223556
[2024-02-12 11:07:28,427][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001487 seconds
[2024-02-12 11:07:28,427][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.223556
[2024-02-12 11:07:28,523][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001610 seconds
[2024-02-12 11:07:28,523][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.223556
[2024-02-12 11:07:28,569][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001412 seconds
[2024-02-12 11:07:28,569][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.223556
[2024-02-12 11:07:28,645][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001446 seconds
[2024-02-12 11:07:28,645][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.223556
[2024-02-12 11:07:28,686][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001407 seconds
[2024-02-12 11:07:28,687][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.223556
[2024-02-12 11:07:28,726][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001433 seconds
[2024-02-12 11:07:28,726][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.223556
[2024-02-12 11:07:28,794][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001501 seconds
[2024-02-12 11:07:28,794][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.223556
[2024-02-12 11:07:28,833][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001526 seconds
[2024-02-12 11:07:28,833][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.223556
[2024-02-12 11:07:28,947][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001436 seconds
[2024-02-12 11:07:28,948][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.223556
[2024-02-12 11:07:28,993][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001401 seconds
[2024-02-12 11:07:28,994][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.223556
[2024-02-12 11:07:29,091][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001529 seconds
[2024-02-12 11:07:29,091][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.223556
[2024-02-12 11:07:29,167][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001442 seconds
[2024-02-12 11:07:29,168][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.223556
[2024-02-12 11:07:29,209][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001422 seconds
[2024-02-12 11:07:29,209][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.223556
[2024-02-12 11:07:29,254][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001400 seconds
[2024-02-12 11:07:29,254][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.223556
[2024-02-12 11:07:29,311][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001449 seconds
[2024-02-12 11:07:29,312][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.223556
[2024-02-12 11:07:29,349][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001466 seconds
[2024-02-12 11:07:29,349][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.223556
[2024-02-12 11:07:29,391][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001427 seconds
[2024-02-12 11:07:29,391][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.223556
[2024-02-12 11:07:29,501][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001485 seconds
[2024-02-12 11:07:29,501][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.223556
[2024-02-12 11:07:29,590][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001421 seconds
[2024-02-12 11:07:29,590][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.223556
[2024-02-12 11:07:29,628][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001460 seconds
[2024-02-12 11:07:29,629][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.223556
[2024-02-12 11:07:29,718][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001427 seconds
[2024-02-12 11:07:29,718][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.223556
[2024-02-12 11:07:29,758][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001543 seconds
[2024-02-12 11:07:29,758][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.223556
[2024-02-12 11:07:29,797][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001494 seconds
[2024-02-12 11:07:29,797][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.223556
[2024-02-12 11:07:29,852][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001462 seconds
[2024-02-12 11:07:29,852][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.223556
[2024-02-12 11:07:29,889][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001400 seconds
[2024-02-12 11:07:29,889][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.223556
[2024-02-12 11:07:29,998][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001392 seconds
[2024-02-12 11:07:29,998][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.223556
[2024-02-12 11:07:30,105][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001392 seconds
[2024-02-12 11:07:30,106][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.223556
[2024-02-12 11:07:30,145][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001500 seconds
[2024-02-12 11:07:30,145][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.223556
[2024-02-12 11:07:30,228][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001553 seconds
