[2024-01-01 15:44:47,237][root][INFO] - Experiment name: xgb_regression_da_and_d1_elastic_net
[2024-01-01 15:44:53,567][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000590 seconds
[2024-01-01 15:44:53,567][hyperopt.tpe][INFO] - TPE using 14/14 trials with best loss 0.288400
[2024-01-01 15:44:53,683][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000664 seconds
[2024-01-01 15:44:53,683][hyperopt.tpe][INFO] - TPE using 15/15 trials with best loss 0.288400
[2024-01-01 15:44:53,801][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 15:44:53,801][hyperopt.tpe][INFO] - TPE using 16/16 trials with best loss 0.288400
[2024-01-01 15:44:53,917][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:44:53,917][hyperopt.tpe][INFO] - TPE using 17/17 trials with best loss 0.288400
[2024-01-01 15:44:54,041][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000548 seconds
[2024-01-01 15:44:54,042][hyperopt.tpe][INFO] - TPE using 18/18 trials with best loss 0.288400
[2024-01-01 15:44:54,158][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 15:44:54,159][hyperopt.tpe][INFO] - TPE using 19/19 trials with best loss 0.288400
[2024-01-01 15:44:54,286][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000784 seconds
[2024-01-01 15:44:54,287][hyperopt.tpe][INFO] - TPE using 20/20 trials with best loss 0.288400
[2024-01-01 15:44:54,427][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 15:44:54,427][hyperopt.tpe][INFO] - TPE using 21/21 trials with best loss 0.288400
[2024-01-01 15:44:54,546][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:44:54,546][hyperopt.tpe][INFO] - TPE using 22/22 trials with best loss 0.288400
[2024-01-01 15:44:54,690][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:44:54,690][hyperopt.tpe][INFO] - TPE using 23/23 trials with best loss 0.285770
[2024-01-01 15:44:54,831][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000685 seconds
[2024-01-01 15:44:54,831][hyperopt.tpe][INFO] - TPE using 24/24 trials with best loss 0.285408
[2024-01-01 15:44:54,974][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000585 seconds
[2024-01-01 15:44:54,974][hyperopt.tpe][INFO] - TPE using 25/25 trials with best loss 0.283714
[2024-01-01 15:44:55,091][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:44:55,091][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.283714
[2024-01-01 15:44:55,214][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:44:55,214][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.283714
[2024-01-01 15:44:55,333][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:44:55,333][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.283714
[2024-01-01 15:44:55,451][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:44:55,451][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.283714
[2024-01-01 15:44:55,572][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000673 seconds
[2024-01-01 15:44:55,572][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.283714
[2024-01-01 15:44:55,697][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:44:55,697][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.283714
[2024-01-01 15:44:55,815][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:44:55,815][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.283714
[2024-01-01 15:44:55,933][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:44:55,934][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.283714
[2024-01-01 15:44:56,083][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000589 seconds
[2024-01-01 15:44:56,083][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.283714
[2024-01-01 15:44:56,218][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 15:44:56,218][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.283714
[2024-01-01 15:44:56,363][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000590 seconds
[2024-01-01 15:44:56,363][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.283714
[2024-01-01 15:44:56,486][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 15:44:56,486][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.283714
[2024-01-01 15:44:56,604][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:44:56,604][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.283714
[2024-01-01 15:44:56,737][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000595 seconds
[2024-01-01 15:44:56,737][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.283714
[2024-01-01 15:44:56,860][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000589 seconds
[2024-01-01 15:44:56,860][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.283714
[2024-01-01 15:44:56,985][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 15:44:56,985][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.283714
[2024-01-01 15:44:57,103][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:44:57,103][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.283714
[2024-01-01 15:44:57,224][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:44:57,224][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.283714
[2024-01-01 15:44:57,360][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:44:57,360][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.283714
[2024-01-01 15:44:57,480][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000586 seconds
[2024-01-01 15:44:57,480][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.283714
[2024-01-01 15:44:57,599][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 15:44:57,599][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.283714
[2024-01-01 15:44:57,717][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:44:57,717][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.283714
[2024-01-01 15:44:57,839][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000588 seconds
[2024-01-01 15:44:57,839][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.283714
[2024-01-01 15:44:57,963][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000607 seconds
[2024-01-01 15:44:57,963][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.283714
[2024-01-01 15:44:58,081][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:44:58,081][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.283714
[2024-01-01 15:44:58,212][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000585 seconds
[2024-01-01 15:44:58,212][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.283714
[2024-01-01 15:44:58,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:44:58,331][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.283714
[2024-01-01 15:44:58,467][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 15:44:58,467][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.283714
[2024-01-01 15:44:58,591][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000588 seconds
[2024-01-01 15:44:58,591][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.283714
[2024-01-01 15:44:58,714][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000668 seconds
[2024-01-01 15:44:58,715][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.283714
[2024-01-01 15:44:58,833][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 15:44:58,833][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.283714
[2024-01-01 15:44:58,952][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:44:58,952][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.283714
[2024-01-01 15:44:59,095][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:44:59,095][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.269393
[2024-01-01 15:44:59,213][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 15:44:59,213][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.269393
[2024-01-01 15:44:59,331][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 15:44:59,331][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.269393
[2024-01-01 15:44:59,471][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 15:44:59,471][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.269393
[2024-01-01 15:44:59,592][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000586 seconds
[2024-01-01 15:44:59,592][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.269393
[2024-01-01 15:44:59,719][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:44:59,719][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.269393
[2024-01-01 15:44:59,837][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:44:59,837][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.269393
[2024-01-01 15:44:59,955][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000586 seconds
[2024-01-01 15:44:59,955][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.269393
[2024-01-01 15:45:00,082][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-01-01 15:45:00,083][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.269393
[2024-01-01 15:45:00,217][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:45:00,217][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.269393
[2024-01-01 15:45:00,348][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000676 seconds
[2024-01-01 15:45:00,348][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.269393
[2024-01-01 15:45:00,485][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-01-01 15:45:00,485][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.269393
[2024-01-01 15:45:00,609][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:45:00,609][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.269393
[2024-01-01 15:45:00,732][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:00,732][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.269393
[2024-01-01 15:45:00,853][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:00,854][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.269393
[2024-01-01 15:45:00,986][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000684 seconds
[2024-01-01 15:45:00,987][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.269393
[2024-01-01 15:45:01,106][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 15:45:01,106][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.269393
[2024-01-01 15:45:01,232][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000552 seconds
[2024-01-01 15:45:01,233][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.269393
[2024-01-01 15:45:01,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 15:45:01,355][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.269393
[2024-01-01 15:45:01,479][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:45:01,479][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.269393
[2024-01-01 15:45:01,597][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000584 seconds
[2024-01-01 15:45:01,597][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.269393
[2024-01-01 15:45:01,725][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:45:01,725][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.269393
[2024-01-01 15:45:01,854][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000592 seconds
[2024-01-01 15:45:01,854][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.269393
[2024-01-01 15:45:01,988][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000607 seconds
[2024-01-01 15:45:01,988][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.269393
[2024-01-01 15:45:02,109][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000675 seconds
[2024-01-01 15:45:02,110][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.269393
[2024-01-01 15:45:02,229][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:45:02,229][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.269393
[2024-01-01 15:45:02,366][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:02,366][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.269393
[2024-01-01 15:45:02,494][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:45:02,495][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.269393
[2024-01-01 15:45:02,615][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 15:45:02,615][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.269393
[2024-01-01 15:45:02,740][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 15:45:02,740][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.269393
[2024-01-01 15:45:02,858][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 15:45:02,859][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.269393
[2024-01-01 15:45:02,982][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:02,982][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.269393
[2024-01-01 15:45:03,105][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000654 seconds
[2024-01-01 15:45:03,105][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.269393
[2024-01-01 15:45:03,233][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000698 seconds
[2024-01-01 15:45:03,233][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.269393
[2024-01-01 15:45:03,353][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000585 seconds
[2024-01-01 15:45:03,353][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.269393
[2024-01-01 15:45:03,471][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:45:03,471][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.269393
[2024-01-01 15:45:03,593][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 15:45:03,593][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.269393
[2024-01-01 15:45:03,711][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 15:45:03,711][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.269393
[2024-01-01 15:45:03,845][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000591 seconds
[2024-01-01 15:45:03,846][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.269393
[2024-01-01 15:45:03,982][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000711 seconds
[2024-01-01 15:45:03,983][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.269393
[2024-01-01 15:45:04,104][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:45:04,104][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.269393
[2024-01-01 15:45:04,231][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 15:45:04,231][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.269393
[2024-01-01 15:45:04,349][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 15:45:04,350][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.269393
[2024-01-01 15:45:04,476][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 15:45:04,476][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.269393
[2024-01-01 15:45:04,594][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000584 seconds
[2024-01-01 15:45:04,594][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.269393
[2024-01-01 15:45:04,713][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000551 seconds
[2024-01-01 15:45:04,713][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.269393
[2024-01-01 15:45:04,833][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:45:04,833][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.269393
[2024-01-01 15:45:04,956][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-01-01 15:45:04,956][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.269393
[2024-01-01 15:45:05,074][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:45:05,074][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.269393
[2024-01-01 15:45:05,193][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000557 seconds
[2024-01-01 15:45:05,193][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.269393
[2024-01-01 15:45:05,324][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000672 seconds
[2024-01-01 15:45:05,324][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.269393
[2024-01-01 15:45:05,442][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000550 seconds
[2024-01-01 15:45:05,442][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.269393
[2024-01-01 15:45:05,578][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:05,578][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.269393
[2024-01-01 15:45:05,714][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:05,714][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.269393
[2024-01-01 15:45:05,861][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000659 seconds
[2024-01-01 15:45:05,861][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.269393
[2024-01-01 15:45:05,981][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000548 seconds
[2024-01-01 15:45:05,981][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.269393
[2024-01-01 15:45:06,102][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:45:06,102][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.269393
[2024-01-01 15:45:06,221][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000551 seconds
[2024-01-01 15:45:06,221][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.269393
[2024-01-01 15:45:06,344][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:45:06,345][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.269393
[2024-01-01 15:45:06,466][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000550 seconds
[2024-01-01 15:45:06,466][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.269393
[2024-01-01 15:45:06,588][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000553 seconds
[2024-01-01 15:45:06,588][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.269393
[2024-01-01 15:45:06,719][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-01-01 15:45:06,719][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.269393
[2024-01-01 15:45:06,837][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:45:06,837][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.269393
[2024-01-01 15:45:06,965][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 15:45:06,965][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.269393
[2024-01-01 15:45:07,084][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000557 seconds
[2024-01-01 15:45:07,084][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.269393
[2024-01-01 15:45:07,202][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000545 seconds
[2024-01-01 15:45:07,202][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.269393
[2024-01-01 15:45:07,321][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:45:07,321][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.269393
[2024-01-01 15:45:07,441][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:45:07,441][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.269393
[2024-01-01 15:45:07,559][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 15:45:07,560][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.269393
[2024-01-01 15:45:07,694][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:07,694][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.269393
[2024-01-01 15:45:07,817][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:45:07,817][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.269393
[2024-01-01 15:45:07,937][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 15:45:07,937][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.269393
[2024-01-01 15:45:08,082][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000550 seconds
[2024-01-01 15:45:08,082][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.269393
[2024-01-01 15:45:08,208][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-01-01 15:45:08,208][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.269393
[2024-01-01 15:45:08,337][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000660 seconds
[2024-01-01 15:45:08,337][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.269393
