[2024-01-01 15:45:41,138][root][INFO] - Experiment name: xgb_regression_da_and_d2_elastic_net
[2024-01-01 15:45:48,911][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:48,911][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.303341
[2024-01-01 15:45:48,957][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000586 seconds
[2024-01-01 15:45:48,957][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.303341
[2024-01-01 15:45:49,002][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:49,002][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.303341
[2024-01-01 15:45:49,047][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:45:49,047][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.303341
[2024-01-01 15:45:49,099][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 15:45:49,099][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.303341
[2024-01-01 15:45:49,154][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000591 seconds
[2024-01-01 15:45:49,154][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.303341
[2024-01-01 15:45:49,199][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 15:45:49,200][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.303341
[2024-01-01 15:45:49,247][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 15:45:49,247][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.303341
[2024-01-01 15:45:49,296][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:45:49,296][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.303341
[2024-01-01 15:45:49,342][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 15:45:49,342][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.303341
[2024-01-01 15:45:49,388][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000585 seconds
[2024-01-01 15:45:49,389][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.303341
[2024-01-01 15:45:49,434][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:45:49,434][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.303341
[2024-01-01 15:45:49,479][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:45:49,480][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.303341
[2024-01-01 15:45:49,525][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000584 seconds
[2024-01-01 15:45:49,525][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.303341
[2024-01-01 15:45:49,576][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:45:49,576][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.303341
[2024-01-01 15:45:49,634][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000700 seconds
[2024-01-01 15:45:49,634][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.303341
[2024-01-01 15:45:49,679][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:45:49,679][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.303341
[2024-01-01 15:45:49,728][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:45:49,728][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.303341
[2024-01-01 15:45:49,773][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000584 seconds
[2024-01-01 15:45:49,774][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.303341
[2024-01-01 15:45:49,822][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:45:49,822][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.303341
[2024-01-01 15:45:49,867][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:45:49,867][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.303341
[2024-01-01 15:45:49,914][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 15:45:49,914][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.303341
[2024-01-01 15:45:49,961][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000676 seconds
[2024-01-01 15:45:49,961][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.303341
[2024-01-01 15:45:50,011][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000585 seconds
[2024-01-01 15:45:50,011][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.303341
[2024-01-01 15:45:50,057][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:45:50,058][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.303341
[2024-01-01 15:45:50,103][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 15:45:50,104][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.303341
[2024-01-01 15:45:50,149][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:50,150][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.303341
[2024-01-01 15:45:50,203][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:50,203][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.303341
[2024-01-01 15:45:50,253][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:45:50,253][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.303341
[2024-01-01 15:45:50,299][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:45:50,299][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.303341
[2024-01-01 15:45:50,344][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:45:50,344][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.303341
[2024-01-01 15:45:50,390][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:45:50,390][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.303341
[2024-01-01 15:45:50,437][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 15:45:50,438][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.303341
[2024-01-01 15:45:50,494][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000674 seconds
[2024-01-01 15:45:50,494][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.303341
[2024-01-01 15:45:50,540][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:50,540][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.303341
[2024-01-01 15:45:50,586][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:50,586][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.303341
[2024-01-01 15:45:50,631][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:50,632][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.303341
[2024-01-01 15:45:50,677][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:45:50,677][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.303341
[2024-01-01 15:45:50,722][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:45:50,723][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.303341
[2024-01-01 15:45:50,768][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 15:45:50,768][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.303341
[2024-01-01 15:45:50,814][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:45:50,814][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.303341
[2024-01-01 15:45:50,859][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:45:50,859][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.303341
[2024-01-01 15:45:50,904][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:45:50,905][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.303341
[2024-01-01 15:45:50,954][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:45:50,954][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.303341
[2024-01-01 15:45:50,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:45:50,999][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.303341
[2024-01-01 15:45:51,050][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:45:51,050][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.303341
[2024-01-01 15:45:51,096][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000655 seconds
[2024-01-01 15:45:51,096][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.303341
[2024-01-01 15:45:51,144][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:45:51,144][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.303341
[2024-01-01 15:45:51,189][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 15:45:51,189][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.303341
[2024-01-01 15:45:51,235][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 15:45:51,235][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.303341
[2024-01-01 15:45:51,281][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:45:51,282][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.303341
[2024-01-01 15:45:51,335][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:51,335][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.303341
[2024-01-01 15:45:51,385][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000662 seconds
[2024-01-01 15:45:51,385][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.303341
[2024-01-01 15:45:51,431][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:45:51,431][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.303341
[2024-01-01 15:45:51,477][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 15:45:51,477][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.303341
[2024-01-01 15:45:51,533][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:45:51,533][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.303341
[2024-01-01 15:45:51,582][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:51,583][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.303341
[2024-01-01 15:45:51,629][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 15:45:51,629][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.303341
[2024-01-01 15:45:51,674][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 15:45:51,675][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.303341
[2024-01-01 15:45:51,725][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 15:45:51,725][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.303341
[2024-01-01 15:45:51,780][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:45:51,780][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.303341
[2024-01-01 15:45:51,825][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:51,826][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.303341
[2024-01-01 15:45:51,871][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:51,871][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.303341
[2024-01-01 15:45:51,916][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 15:45:51,916][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.303341
[2024-01-01 15:45:51,962][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 15:45:51,962][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.303341
[2024-01-01 15:45:52,007][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:52,007][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.303341
[2024-01-01 15:45:52,055][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:52,055][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.303341
[2024-01-01 15:45:52,101][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000557 seconds
[2024-01-01 15:45:52,101][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.303341
[2024-01-01 15:45:52,147][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-01-01 15:45:52,148][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.303341
[2024-01-01 15:45:52,193][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:45:52,193][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.303341
[2024-01-01 15:45:52,240][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:45:52,240][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.303341
[2024-01-01 15:45:52,285][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000555 seconds
[2024-01-01 15:45:52,286][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.303341
[2024-01-01 15:45:52,331][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000559 seconds
[2024-01-01 15:45:52,331][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.303341
[2024-01-01 15:45:52,377][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:52,377][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.303341
[2024-01-01 15:45:52,422][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 15:45:52,422][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.303341
[2024-01-01 15:45:52,468][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:45:52,468][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.303341
[2024-01-01 15:45:52,513][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:45:52,514][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.303341
[2024-01-01 15:45:52,559][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:45:52,559][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.303341
[2024-01-01 15:45:52,605][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:45:52,605][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.303341
[2024-01-01 15:45:52,651][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:45:52,651][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.303341
[2024-01-01 15:45:52,707][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 15:45:52,707][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.303341
[2024-01-01 15:45:52,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:45:52,753][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.303341
[2024-01-01 15:45:52,810][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000674 seconds
[2024-01-01 15:45:52,811][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.303341
[2024-01-01 15:45:52,856][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:45:52,856][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.303341
[2024-01-01 15:45:52,907][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:45:52,908][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.303341
[2024-01-01 15:45:52,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:45:52,954][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.303341
