[2023-12-01 14:48:27,924][root][INFO] - Experiment name: xgb_regression_da_and_d2_hyperopt_tune
[2023-12-01 14:48:35,464][hyperopt.tpe][INFO] - TPE using 24/24 trials with best loss 0.247864
[2023-12-01 14:48:35,546][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002425 seconds
[2023-12-01 14:48:35,546][hyperopt.tpe][INFO] - TPE using 25/25 trials with best loss 0.247864
[2023-12-01 14:48:35,629][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:48:35,630][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.247864
[2023-12-01 14:48:35,756][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002490 seconds
[2023-12-01 14:48:35,756][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.247864
[2023-12-01 14:48:35,849][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:48:35,849][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.247864
[2023-12-01 14:48:36,012][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:48:36,012][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.247864
[2023-12-01 14:48:36,175][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:48:36,175][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.210728
[2023-12-01 14:48:36,312][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002488 seconds
[2023-12-01 14:48:36,312][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.210728
[2023-12-01 14:48:36,460][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:48:36,461][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.210728
[2023-12-01 14:48:36,601][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:48:36,601][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.210728
[2023-12-01 14:48:36,740][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:48:36,740][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.210728
[2023-12-01 14:48:36,911][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002495 seconds
[2023-12-01 14:48:36,912][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.210728
[2023-12-01 14:48:37,066][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002519 seconds
[2023-12-01 14:48:37,066][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.210728
[2023-12-01 14:48:37,193][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:48:37,193][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.210728
[2023-12-01 14:48:37,249][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002497 seconds
[2023-12-01 14:48:37,249][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.210728
[2023-12-01 14:48:37,369][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:48:37,369][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.210728
[2023-12-01 14:48:37,568][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:48:37,568][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.210728
[2023-12-01 14:48:37,717][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002495 seconds
[2023-12-01 14:48:37,717][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.210728
[2023-12-01 14:48:37,762][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:48:37,762][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.210728
[2023-12-01 14:48:37,926][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002512 seconds
[2023-12-01 14:48:37,926][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.210728
[2023-12-01 14:48:38,178][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002422 seconds
[2023-12-01 14:48:38,179][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.210728
[2023-12-01 14:48:38,319][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002486 seconds
[2023-12-01 14:48:38,319][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.210728
[2023-12-01 14:48:38,365][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:48:38,365][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.210728
[2023-12-01 14:48:38,498][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002490 seconds
[2023-12-01 14:48:38,498][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.210728
[2023-12-01 14:48:38,652][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:48:38,652][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.210728
[2023-12-01 14:48:38,816][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:48:38,816][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.210728
[2023-12-01 14:48:38,924][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:48:38,924][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.210728
[2023-12-01 14:48:39,079][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:48:39,079][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.210728
[2023-12-01 14:48:39,131][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:48:39,131][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.210728
[2023-12-01 14:48:39,223][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:48:39,223][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.210728
[2023-12-01 14:48:39,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:48:39,356][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.210728
[2023-12-01 14:48:39,530][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002525 seconds
[2023-12-01 14:48:39,531][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.210728
[2023-12-01 14:48:39,616][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002484 seconds
[2023-12-01 14:48:39,617][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.210728
[2023-12-01 14:48:39,761][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002528 seconds
[2023-12-01 14:48:39,761][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.210728
[2023-12-01 14:48:39,859][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:48:39,860][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.210728
[2023-12-01 14:48:39,987][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:48:39,987][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.210728
[2023-12-01 14:48:40,084][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002526 seconds
[2023-12-01 14:48:40,084][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.210728
[2023-12-01 14:48:40,152][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002496 seconds
[2023-12-01 14:48:40,152][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.210728
[2023-12-01 14:48:40,264][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:48:40,264][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.210728
[2023-12-01 14:48:40,401][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:48:40,402][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.210728
[2023-12-01 14:48:40,488][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002435 seconds
[2023-12-01 14:48:40,488][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.210728
[2023-12-01 14:48:40,651][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002556 seconds
[2023-12-01 14:48:40,651][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.210728
[2023-12-01 14:48:40,815][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:48:40,816][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.210728
[2023-12-01 14:48:40,984][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002629 seconds
[2023-12-01 14:48:40,984][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.210728
[2023-12-01 14:48:41,149][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:48:41,149][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.210728
[2023-12-01 14:48:41,309][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2023-12-01 14:48:41,309][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.197741
[2023-12-01 14:48:41,470][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002548 seconds
[2023-12-01 14:48:41,470][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.197741
[2023-12-01 14:48:41,631][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002517 seconds
[2023-12-01 14:48:41,631][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.197741
[2023-12-01 14:48:41,776][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002504 seconds
[2023-12-01 14:48:41,776][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.197741
[2023-12-01 14:48:41,850][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:48:41,850][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.197741
[2023-12-01 14:48:42,052][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:48:42,052][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.197741
[2023-12-01 14:48:42,224][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002538 seconds
[2023-12-01 14:48:42,224][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.197741
[2023-12-01 14:48:42,276][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:48:42,276][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.197741
[2023-12-01 14:48:42,435][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002496 seconds
[2023-12-01 14:48:42,435][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.197741
[2023-12-01 14:48:42,566][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:48:42,566][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.197741
[2023-12-01 14:48:42,693][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002433 seconds
[2023-12-01 14:48:42,693][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.197741
[2023-12-01 14:48:42,764][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002424 seconds
[2023-12-01 14:48:42,768][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.197741
[2023-12-01 14:48:42,898][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002576 seconds
[2023-12-01 14:48:42,898][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.197741
[2023-12-01 14:48:43,075][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:48:43,075][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.197741
[2023-12-01 14:48:43,233][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:48:43,233][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.197741
[2023-12-01 14:48:43,290][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:48:43,291][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.197741
[2023-12-01 14:48:43,439][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:48:43,439][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.197741
[2023-12-01 14:48:43,557][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002543 seconds
[2023-12-01 14:48:43,557][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.197741
[2023-12-01 14:48:43,684][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002421 seconds
[2023-12-01 14:48:43,684][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.197741
[2023-12-01 14:48:43,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002407 seconds
[2023-12-01 14:48:43,753][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.197741
[2023-12-01 14:48:43,882][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:48:43,882][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.197741
[2023-12-01 14:48:44,059][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002434 seconds
[2023-12-01 14:48:44,060][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.197741
[2023-12-01 14:48:44,198][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:48:44,198][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.197741
[2023-12-01 14:48:44,309][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.051654 seconds
[2023-12-01 14:48:44,310][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.197741
[2023-12-01 14:48:44,455][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002524 seconds
[2023-12-01 14:48:44,455][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.197741
[2023-12-01 14:48:44,582][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002418 seconds
[2023-12-01 14:48:44,583][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.197741
[2023-12-01 14:48:44,742][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:48:44,742][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.197741
[2023-12-01 14:48:44,838][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:48:44,839][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.197741
[2023-12-01 14:48:44,944][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002509 seconds
[2023-12-01 14:48:44,944][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.197741
[2023-12-01 14:48:45,134][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:48:45,134][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.197741
[2023-12-01 14:48:45,294][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:48:45,294][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.197741
[2023-12-01 14:48:45,345][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:48:45,346][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.197741
[2023-12-01 14:48:45,480][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002527 seconds
[2023-12-01 14:48:45,480][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.197741
[2023-12-01 14:48:45,607][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002512 seconds
[2023-12-01 14:48:45,608][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.197741
[2023-12-01 14:48:45,747][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:48:45,747][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.197741
[2023-12-01 14:48:45,852][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:48:45,852][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.197741
[2023-12-01 14:48:45,950][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:48:45,950][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.197741
[2023-12-01 14:48:46,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:48:46,165][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.197741
[2023-12-01 14:48:46,328][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002416 seconds
[2023-12-01 14:48:46,328][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.197741
[2023-12-01 14:48:46,382][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:48:46,383][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.197741
[2023-12-01 14:48:46,506][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:48:46,506][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.197741
[2023-12-01 14:48:46,647][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:48:46,647][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.197741
[2023-12-01 14:48:46,779][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002621 seconds
[2023-12-01 14:48:46,779][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.197741
[2023-12-01 14:48:46,870][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:48:46,871][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.197741
[2023-12-01 14:48:46,968][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002569 seconds
[2023-12-01 14:48:46,969][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.197741
[2023-12-01 14:48:47,105][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002426 seconds
[2023-12-01 14:48:47,106][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.197741
[2023-12-01 14:48:47,348][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002498 seconds
[2023-12-01 14:48:47,348][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.197741
[2023-12-01 14:48:47,401][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002447 seconds
[2023-12-01 14:48:47,401][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.197741
[2023-12-01 14:48:47,583][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002500 seconds
[2023-12-01 14:48:47,583][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.197741
[2023-12-01 14:48:47,712][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002538 seconds
[2023-12-01 14:48:47,712][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.197741
[2023-12-01 14:48:47,840][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:48:47,840][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.197741
[2023-12-01 14:48:47,936][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:48:47,937][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.197741
[2023-12-01 14:48:48,032][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:48:48,032][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.197741
[2023-12-01 14:48:48,193][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002498 seconds
[2023-12-01 14:48:48,193][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.197741
[2023-12-01 14:48:48,381][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:48:48,381][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.197741
[2023-12-01 14:48:48,429][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:48:48,429][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.197741
[2023-12-01 14:48:48,589][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002486 seconds
[2023-12-01 14:48:48,590][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.197741
[2023-12-01 14:48:48,704][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:48:48,704][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.197741
[2023-12-01 14:48:48,832][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:48:48,832][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.197741
[2023-12-01 14:48:48,926][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:48:48,926][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.197741
[2023-12-01 14:48:49,064][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002543 seconds
[2023-12-01 14:48:49,064][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.197741
[2023-12-01 14:48:49,226][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002506 seconds
[2023-12-01 14:48:49,226][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.197741
[2023-12-01 14:48:49,411][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:48:49,411][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.197741
[2023-12-01 14:48:49,461][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:48:49,461][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.197741
