[2024-01-01 14:56:59,236][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_elastic_net
[2024-01-01 14:57:05,704][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:05,704][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.357696
[2024-01-01 14:57:05,770][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000588 seconds
[2024-01-01 14:57:05,770][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.357696
[2024-01-01 14:57:05,838][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 14:57:05,838][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.357696
[2024-01-01 14:57:05,903][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000586 seconds
[2024-01-01 14:57:05,903][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.357696
[2024-01-01 14:57:05,968][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000595 seconds
[2024-01-01 14:57:05,968][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.357696
[2024-01-01 14:57:06,033][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:06,033][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.357696
[2024-01-01 14:57:06,098][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 14:57:06,098][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.357696
[2024-01-01 14:57:06,171][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 14:57:06,172][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.357696
[2024-01-01 14:57:06,251][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000589 seconds
[2024-01-01 14:57:06,251][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.357696
[2024-01-01 14:57:06,318][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 14:57:06,319][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.357696
[2024-01-01 14:57:06,384][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 14:57:06,384][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.357696
[2024-01-01 14:57:06,449][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000586 seconds
[2024-01-01 14:57:06,449][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.357696
[2024-01-01 14:57:06,514][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 14:57:06,514][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.357696
[2024-01-01 14:57:06,595][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:06,595][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.357696
[2024-01-01 14:57:06,672][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000591 seconds
[2024-01-01 14:57:06,672][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.357696
[2024-01-01 14:57:06,738][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 14:57:06,739][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.357696
[2024-01-01 14:57:06,810][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 14:57:06,810][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.357696
[2024-01-01 14:57:06,875][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 14:57:06,876][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.357696
[2024-01-01 14:57:06,942][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 14:57:06,942][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.357696
[2024-01-01 14:57:07,007][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 14:57:07,007][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.357696
[2024-01-01 14:57:07,072][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 14:57:07,073][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.357696
[2024-01-01 14:57:07,144][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000659 seconds
[2024-01-01 14:57:07,145][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.357696
[2024-01-01 14:57:07,220][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 14:57:07,220][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.357696
[2024-01-01 14:57:07,287][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000592 seconds
[2024-01-01 14:57:07,287][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.357696
[2024-01-01 14:57:07,353][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000591 seconds
[2024-01-01 14:57:07,353][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.357696
[2024-01-01 14:57:07,418][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 14:57:07,418][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.357696
[2024-01-01 14:57:07,483][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:07,483][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.357696
[2024-01-01 14:57:07,548][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000593 seconds
[2024-01-01 14:57:07,548][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.357696
[2024-01-01 14:57:07,615][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000588 seconds
[2024-01-01 14:57:07,615][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.357696
[2024-01-01 14:57:07,679][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 14:57:07,680][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.357696
[2024-01-01 14:57:07,744][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 14:57:07,744][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.357696
[2024-01-01 14:57:07,809][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000595 seconds
[2024-01-01 14:57:07,809][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.357696
[2024-01-01 14:57:07,874][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 14:57:07,874][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.357696
[2024-01-01 14:57:07,939][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 14:57:07,939][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.357696
[2024-01-01 14:57:08,003][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:08,004][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.357696
[2024-01-01 14:57:08,069][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 14:57:08,070][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.357696
[2024-01-01 14:57:08,134][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 14:57:08,135][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.357696
[2024-01-01 14:57:08,200][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000553 seconds
[2024-01-01 14:57:08,200][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.357696
[2024-01-01 14:57:08,267][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:08,268][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.357696
[2024-01-01 14:57:08,333][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 14:57:08,334][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.357696
[2024-01-01 14:57:08,405][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:08,405][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.357696
[2024-01-01 14:57:08,470][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 14:57:08,471][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.357696
[2024-01-01 14:57:08,546][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 14:57:08,546][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.357696
[2024-01-01 14:57:08,611][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 14:57:08,611][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.357696
[2024-01-01 14:57:08,680][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000593 seconds
[2024-01-01 14:57:08,680][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.357696
[2024-01-01 14:57:08,745][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 14:57:08,745][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.357696
[2024-01-01 14:57:08,826][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 14:57:08,826][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.357696
[2024-01-01 14:57:08,901][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 14:57:08,901][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.357696
[2024-01-01 14:57:08,970][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000784 seconds
[2024-01-01 14:57:08,970][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.357696
[2024-01-01 14:57:09,047][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 14:57:09,047][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.357696
[2024-01-01 14:57:09,115][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000555 seconds
[2024-01-01 14:57:09,115][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.357696
[2024-01-01 14:57:09,183][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 14:57:09,183][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.357696
[2024-01-01 14:57:09,257][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:09,258][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.357696
[2024-01-01 14:57:09,323][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:09,324][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.357696
[2024-01-01 14:57:09,389][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000583 seconds
[2024-01-01 14:57:09,389][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.357696
[2024-01-01 14:57:09,454][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000587 seconds
[2024-01-01 14:57:09,454][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.357696
[2024-01-01 14:57:09,519][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 14:57:09,519][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.357696
[2024-01-01 14:57:09,584][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000557 seconds
[2024-01-01 14:57:09,585][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.357696
[2024-01-01 14:57:09,649][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 14:57:09,649][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.357696
[2024-01-01 14:57:09,720][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 14:57:09,720][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.357696
[2024-01-01 14:57:09,792][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 14:57:09,792][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.357696
[2024-01-01 14:57:09,857][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 14:57:09,857][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.357696
[2024-01-01 14:57:09,923][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 14:57:09,923][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.357696
[2024-01-01 14:57:09,988][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 14:57:09,988][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.357696
[2024-01-01 14:57:10,056][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000659 seconds
[2024-01-01 14:57:10,056][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.357696
[2024-01-01 14:57:10,121][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 14:57:10,121][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.357696
[2024-01-01 14:57:10,186][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000584 seconds
[2024-01-01 14:57:10,186][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.357696
[2024-01-01 14:57:10,251][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:10,251][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.357696
[2024-01-01 14:57:10,316][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 14:57:10,316][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.357696
[2024-01-01 14:57:10,381][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:10,381][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.357696
[2024-01-01 14:57:10,446][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:10,446][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.357696
[2024-01-01 14:57:10,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 14:57:10,512][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.357696
[2024-01-01 14:57:10,579][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:10,580][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.357696
[2024-01-01 14:57:10,645][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:10,646][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.357696
[2024-01-01 14:57:10,714][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:10,714][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.357696
[2024-01-01 14:57:10,793][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:10,793][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.357696
[2024-01-01 14:57:10,868][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:10,868][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.357696
[2024-01-01 14:57:10,933][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:10,933][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.357696
[2024-01-01 14:57:10,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 14:57:10,999][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.357696
[2024-01-01 14:57:11,076][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000698 seconds
[2024-01-01 14:57:11,076][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.357696
[2024-01-01 14:57:11,142][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:11,142][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.357696
[2024-01-01 14:57:11,212][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 14:57:11,212][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.357696
[2024-01-01 14:57:11,286][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:11,287][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.357696
[2024-01-01 14:57:11,365][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:11,365][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.357696
[2024-01-01 14:57:11,445][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-01-01 14:57:11,445][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.357696
[2024-01-01 14:57:11,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:11,512][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.357696
[2024-01-01 14:57:11,581][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 14:57:11,581][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.357696
[2024-01-01 14:57:11,649][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 14:57:11,649][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.357696
[2024-01-01 14:57:11,715][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:11,715][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.357696
[2024-01-01 14:57:11,782][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 14:57:11,782][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.357696
[2024-01-01 14:57:11,849][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 14:57:11,850][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.357696
[2024-01-01 14:57:11,929][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:11,929][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.357696
