[2024-02-12 11:32:15,997][root][INFO] - Experiment name: norm_elastic_net
[2024-02-12 11:33:21,521][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000648 seconds
[2024-02-12 11:33:21,521][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.118443
[2024-02-12 11:33:21,632][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-02-12 11:33:21,633][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.118443
[2024-02-12 11:33:21,742][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-02-12 11:33:21,742][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.118443
[2024-02-12 11:33:21,848][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-02-12 11:33:21,848][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.118443
[2024-02-12 11:33:21,961][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-02-12 11:33:21,961][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.118443
[2024-02-12 11:33:22,069][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-02-12 11:33:22,069][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.118443
[2024-02-12 11:33:22,181][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-02-12 11:33:22,182][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.118443
[2024-02-12 11:33:22,296][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-02-12 11:33:22,297][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.118443
[2024-02-12 11:33:22,404][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-02-12 11:33:22,404][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.118443
[2024-02-12 11:33:22,511][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-02-12 11:33:22,511][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.118443
[2024-02-12 11:33:22,617][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-02-12 11:33:22,617][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.118443
[2024-02-12 11:33:22,727][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-02-12 11:33:22,727][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.118443
[2024-02-12 11:33:22,834][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-02-12 11:33:22,834][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.118443
[2024-02-12 11:33:22,940][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-02-12 11:33:22,940][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.118443
[2024-02-12 11:33:23,048][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000673 seconds
[2024-02-12 11:33:23,048][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.118443
[2024-02-12 11:33:23,156][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-02-12 11:33:23,157][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.118443
[2024-02-12 11:33:23,263][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-02-12 11:33:23,263][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.118443
[2024-02-12 11:33:23,369][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-02-12 11:33:23,369][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.118443
[2024-02-12 11:33:23,481][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-02-12 11:33:23,481][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.118443
[2024-02-12 11:33:23,588][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-02-12 11:33:23,588][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.118443
[2024-02-12 11:33:23,695][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
