[2023-12-01 14:50:26,564][root][INFO] - Experiment name: xgb_regression_da_and_d2_hyperopt_tune_with_day
[2023-12-01 14:50:35,934][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002503 seconds
[2023-12-01 14:50:35,934][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.207704
[2023-12-01 14:50:35,982][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:50:35,982][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.207704
[2023-12-01 14:50:36,161][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2023-12-01 14:50:36,161][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.207704
[2023-12-01 14:50:36,280][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002512 seconds
[2023-12-01 14:50:36,280][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.207704
[2023-12-01 14:50:36,383][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:50:36,383][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.207704
[2023-12-01 14:50:36,498][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:50:36,499][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.207704
[2023-12-01 14:50:36,657][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002527 seconds
[2023-12-01 14:50:36,657][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.207704
[2023-12-01 14:50:36,765][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002486 seconds
[2023-12-01 14:50:36,765][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.207704
[2023-12-01 14:50:36,904][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002584 seconds
[2023-12-01 14:50:36,904][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.207704
[2023-12-01 14:50:36,958][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:50:36,958][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.207704
[2023-12-01 14:50:37,086][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002498 seconds
[2023-12-01 14:50:37,086][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.207704
[2023-12-01 14:50:37,200][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:50:37,200][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.207704
[2023-12-01 14:50:37,319][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002485 seconds
[2023-12-01 14:50:37,319][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.207704
[2023-12-01 14:50:37,487][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002524 seconds
[2023-12-01 14:50:37,488][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.207704
[2023-12-01 14:50:37,534][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:50:37,534][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.207704
[2023-12-01 14:50:37,642][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002514 seconds
[2023-12-01 14:50:37,642][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.207704
[2023-12-01 14:50:37,789][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002515 seconds
[2023-12-01 14:50:37,789][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.207704
[2023-12-01 14:50:37,894][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002509 seconds
[2023-12-01 14:50:37,894][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.207704
[2023-12-01 14:50:37,996][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002490 seconds
[2023-12-01 14:50:37,996][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.207704
[2023-12-01 14:50:38,053][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002522 seconds
[2023-12-01 14:50:38,054][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.207704
[2023-12-01 14:50:38,251][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002702 seconds
[2023-12-01 14:50:38,251][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.207704
[2023-12-01 14:50:38,389][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002516 seconds
[2023-12-01 14:50:38,389][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.207704
[2023-12-01 14:50:38,455][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:50:38,456][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.207704
[2023-12-01 14:50:38,576][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:50:38,576][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.207704
[2023-12-01 14:50:38,687][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002489 seconds
[2023-12-01 14:50:38,687][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.207704
[2023-12-01 14:50:38,784][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002518 seconds
[2023-12-01 14:50:38,784][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.207704
[2023-12-01 14:50:38,880][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:50:38,880][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.207704
[2023-12-01 14:50:38,976][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:50:38,976][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.207704
[2023-12-01 14:50:39,069][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:50:39,069][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.207704
[2023-12-01 14:50:39,162][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:50:39,162][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.207704
[2023-12-01 14:50:39,261][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002620 seconds
[2023-12-01 14:50:39,261][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.207704
[2023-12-01 14:50:39,359][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002496 seconds
[2023-12-01 14:50:39,359][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.207704
[2023-12-01 14:50:39,437][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:50:39,437][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.207704
[2023-12-01 14:50:39,572][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002517 seconds
[2023-12-01 14:50:39,572][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.207704
[2023-12-01 14:50:39,672][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002498 seconds
[2023-12-01 14:50:39,672][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.207704
[2023-12-01 14:50:39,724][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:50:39,724][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.207704
[2023-12-01 14:50:39,898][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002495 seconds
[2023-12-01 14:50:39,898][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.201274
[2023-12-01 14:50:40,026][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:50:40,026][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.201274
[2023-12-01 14:50:40,190][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:50:40,190][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.201274
[2023-12-01 14:50:40,398][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002525 seconds
[2023-12-01 14:50:40,398][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.201274
[2023-12-01 14:50:40,572][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002510 seconds
[2023-12-01 14:50:40,572][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.201274
[2023-12-01 14:50:40,737][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002502 seconds
[2023-12-01 14:50:40,738][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.201274
[2023-12-01 14:50:40,923][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:50:40,923][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.201274
[2023-12-01 14:50:41,092][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002487 seconds
[2023-12-01 14:50:41,092][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.201274
[2023-12-01 14:50:41,222][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:50:41,222][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.201274
[2023-12-01 14:50:41,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002473 seconds
[2023-12-01 14:50:41,330][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.201274
[2023-12-01 14:50:41,437][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:50:41,437][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.201274
[2023-12-01 14:50:41,616][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:50:41,616][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.201274
[2023-12-01 14:50:41,741][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002508 seconds
[2023-12-01 14:50:41,742][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.201274
[2023-12-01 14:50:41,791][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002447 seconds
[2023-12-01 14:50:41,791][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.201274
[2023-12-01 14:50:41,926][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002584 seconds
[2023-12-01 14:50:41,927][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.201274
[2023-12-01 14:50:42,074][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:50:42,074][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.201274
[2023-12-01 14:50:42,203][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:50:42,203][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.201274
[2023-12-01 14:50:42,312][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:50:42,313][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.201274
[2023-12-01 14:50:42,429][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002490 seconds
[2023-12-01 14:50:42,430][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.201274
[2023-12-01 14:50:42,661][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.051613 seconds
[2023-12-01 14:50:42,662][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.189539
[2023-12-01 14:50:42,843][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:50:42,843][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.189539
[2023-12-01 14:50:42,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002548 seconds
[2023-12-01 14:50:43,000][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.189539
[2023-12-01 14:50:43,138][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:50:43,138][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.189539
[2023-12-01 14:50:43,327][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002643 seconds
[2023-12-01 14:50:43,327][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.189539
[2023-12-01 14:50:43,534][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002614 seconds
[2023-12-01 14:50:43,534][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.189539
[2023-12-01 14:50:43,663][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:50:43,663][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.189539
[2023-12-01 14:50:43,887][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:50:43,887][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.189539
[2023-12-01 14:50:43,942][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002519 seconds
[2023-12-01 14:50:43,943][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.189539
[2023-12-01 14:50:44,119][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:50:44,120][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.189539
[2023-12-01 14:50:44,276][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2023-12-01 14:50:44,276][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.189539
[2023-12-01 14:50:44,449][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:50:44,449][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.189539
[2023-12-01 14:50:44,624][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002490 seconds
[2023-12-01 14:50:44,624][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.189539
[2023-12-01 14:50:44,787][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:50:44,787][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.189539
[2023-12-01 14:50:44,994][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002473 seconds
[2023-12-01 14:50:44,994][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.189539
[2023-12-01 14:50:45,122][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:50:45,123][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.189539
[2023-12-01 14:50:45,337][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002489 seconds
[2023-12-01 14:50:45,338][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.189539
[2023-12-01 14:50:45,516][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002496 seconds
[2023-12-01 14:50:45,516][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.189539
[2023-12-01 14:50:45,689][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002499 seconds
[2023-12-01 14:50:45,689][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.189539
[2023-12-01 14:50:45,898][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:50:45,898][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.189539
[2023-12-01 14:50:46,079][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:50:46,080][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.189539
[2023-12-01 14:50:46,132][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002500 seconds
[2023-12-01 14:50:46,133][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.189539
[2023-12-01 14:50:46,292][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002503 seconds
[2023-12-01 14:50:46,292][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.189539
[2023-12-01 14:50:46,400][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:50:46,400][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.189539
[2023-12-01 14:50:46,574][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:50:46,574][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.189539
[2023-12-01 14:50:46,776][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002643 seconds
[2023-12-01 14:50:46,776][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.189539
[2023-12-01 14:50:46,844][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:50:46,844][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.189539
[2023-12-01 14:50:47,052][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:50:47,052][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.189539
[2023-12-01 14:50:47,171][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:50:47,171][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.189539
[2023-12-01 14:50:47,414][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002494 seconds
[2023-12-01 14:50:47,414][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.189539
[2023-12-01 14:50:47,570][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002542 seconds
[2023-12-01 14:50:47,570][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.189539
[2023-12-01 14:50:47,699][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:50:47,699][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.189539
[2023-12-01 14:50:47,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002487 seconds
[2023-12-01 14:50:47,753][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.189539
[2023-12-01 14:50:47,928][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002513 seconds
[2023-12-01 14:50:47,928][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.189539
[2023-12-01 14:50:48,073][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002500 seconds
[2023-12-01 14:50:48,074][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.189539
[2023-12-01 14:50:48,253][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002505 seconds
[2023-12-01 14:50:48,254][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.189539
[2023-12-01 14:50:48,415][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002515 seconds
[2023-12-01 14:50:48,415][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.189539
