[2023-12-01 14:51:25,935][root][INFO] - Experiment name: xgb_regression_da_and_d1_hyperopt_tune_with_day
[2023-12-01 14:51:36,143][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.264525
[2023-12-01 14:51:36,376][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002565 seconds
[2023-12-01 14:51:36,377][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.264525
[2023-12-01 14:51:36,611][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002556 seconds
[2023-12-01 14:51:36,611][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.264525
[2023-12-01 14:51:36,773][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002512 seconds
[2023-12-01 14:51:36,773][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.264525
[2023-12-01 14:51:37,011][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:51:37,011][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.264525
[2023-12-01 14:51:37,153][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:51:37,153][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.264525
[2023-12-01 14:51:37,379][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002488 seconds
[2023-12-01 14:51:37,379][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.264525
[2023-12-01 14:51:37,445][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002410 seconds
[2023-12-01 14:51:37,446][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.264525
[2023-12-01 14:51:37,607][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002421 seconds
[2023-12-01 14:51:37,607][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.264525
[2023-12-01 14:51:37,721][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:51:37,722][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.264525
[2023-12-01 14:51:37,876][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:51:37,876][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.264525
[2023-12-01 14:51:37,970][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002418 seconds
[2023-12-01 14:51:37,970][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.264525
[2023-12-01 14:51:38,098][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:51:38,098][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.264525
[2023-12-01 14:51:38,153][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002415 seconds
[2023-12-01 14:51:38,153][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.264525
[2023-12-01 14:51:38,274][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2023-12-01 14:51:38,274][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.264525
[2023-12-01 14:51:38,498][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:51:38,498][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.264525
[2023-12-01 14:51:38,552][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:51:38,552][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.264525
[2023-12-01 14:51:38,736][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:51:38,737][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.264525
[2023-12-01 14:51:38,807][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:51:38,807][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.264525
[2023-12-01 14:51:38,934][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002414 seconds
[2023-12-01 14:51:38,934][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.264525
[2023-12-01 14:51:39,117][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:51:39,118][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.264525
[2023-12-01 14:51:39,179][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:51:39,179][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.264525
[2023-12-01 14:51:39,413][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002407 seconds
[2023-12-01 14:51:39,413][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.264525
[2023-12-01 14:51:39,587][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002484 seconds
[2023-12-01 14:51:39,587][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.264350
[2023-12-01 14:51:39,660][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002401 seconds
[2023-12-01 14:51:39,660][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.264350
[2023-12-01 14:51:39,773][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002415 seconds
[2023-12-01 14:51:39,773][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.264350
[2023-12-01 14:51:39,948][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:51:39,948][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.264350
[2023-12-01 14:51:40,122][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002523 seconds
[2023-12-01 14:51:40,122][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.264350
[2023-12-01 14:51:40,344][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.050287 seconds
[2023-12-01 14:51:40,344][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.264350
[2023-12-01 14:51:40,519][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:51:40,519][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.264350
[2023-12-01 14:51:40,692][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:51:40,693][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.264350
[2023-12-01 14:51:40,856][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002640 seconds
[2023-12-01 14:51:40,857][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.264350
[2023-12-01 14:51:40,998][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002434 seconds
[2023-12-01 14:51:40,998][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.264350
[2023-12-01 14:51:41,053][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:51:41,053][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.264350
[2023-12-01 14:51:41,190][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002422 seconds
[2023-12-01 14:51:41,190][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.264350
[2023-12-01 14:51:41,365][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002486 seconds
[2023-12-01 14:51:41,365][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.264350
[2023-12-01 14:51:41,504][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002444 seconds
[2023-12-01 14:51:41,504][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.264350
[2023-12-01 14:51:41,589][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:51:41,590][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.263844
[2023-12-01 14:51:41,675][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:51:41,675][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.263844
[2023-12-01 14:51:41,749][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:51:41,749][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.263844
[2023-12-01 14:51:41,836][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002453 seconds
[2023-12-01 14:51:41,836][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.263844
[2023-12-01 14:51:41,909][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002497 seconds
[2023-12-01 14:51:41,909][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.263844
[2023-12-01 14:51:41,976][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:51:41,976][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.263844
[2023-12-01 14:51:42,045][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:51:42,045][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.263844
[2023-12-01 14:51:42,115][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002403 seconds
[2023-12-01 14:51:42,115][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.263844
[2023-12-01 14:51:42,187][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:51:42,187][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.263844
[2023-12-01 14:51:42,253][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002447 seconds
[2023-12-01 14:51:42,253][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.263844
[2023-12-01 14:51:42,380][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002531 seconds
[2023-12-01 14:51:42,380][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.263844
[2023-12-01 14:51:42,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:51:42,465][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.263844
[2023-12-01 14:51:42,539][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:51:42,539][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.263844
[2023-12-01 14:51:42,610][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002408 seconds
[2023-12-01 14:51:42,610][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.263844
[2023-12-01 14:51:42,748][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002438 seconds
[2023-12-01 14:51:42,748][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.263844
[2023-12-01 14:51:42,814][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002497 seconds
[2023-12-01 14:51:42,815][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.263844
[2023-12-01 14:51:42,946][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:51:42,946][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.263844
[2023-12-01 14:51:42,994][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002434 seconds
[2023-12-01 14:51:42,994][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.263844
[2023-12-01 14:51:43,084][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:51:43,085][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.263844
[2023-12-01 14:51:43,155][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:51:43,155][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.263844
[2023-12-01 14:51:43,331][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002539 seconds
[2023-12-01 14:51:43,331][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.263844
[2023-12-01 14:51:43,438][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:51:43,439][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.263844
[2023-12-01 14:51:43,509][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:51:43,509][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.263844
[2023-12-01 14:51:43,585][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:51:43,585][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.263844
[2023-12-01 14:51:43,669][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002506 seconds
[2023-12-01 14:51:43,669][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.263844
[2023-12-01 14:51:43,768][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:51:43,768][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.263844
[2023-12-01 14:51:43,868][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:51:43,868][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.263844
[2023-12-01 14:51:44,010][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:51:44,010][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.263844
[2023-12-01 14:51:44,076][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002404 seconds
[2023-12-01 14:51:44,076][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.263844
[2023-12-01 14:51:44,127][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:51:44,127][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.263844
[2023-12-01 14:51:44,289][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002542 seconds
[2023-12-01 14:51:44,289][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.263844
[2023-12-01 14:51:44,373][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:51:44,374][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.263844
[2023-12-01 14:51:44,491][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002404 seconds
[2023-12-01 14:51:44,492][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.263844
[2023-12-01 14:51:44,595][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:51:44,595][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.263844
[2023-12-01 14:51:44,643][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:51:44,643][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.263844
[2023-12-01 14:51:44,714][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002473 seconds
[2023-12-01 14:51:44,714][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.263844
[2023-12-01 14:51:44,886][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002434 seconds
[2023-12-01 14:51:44,886][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.263844
[2023-12-01 14:51:44,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002424 seconds
[2023-12-01 14:51:44,953][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.263844
[2023-12-01 14:51:45,008][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:51:45,008][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.263844
[2023-12-01 14:51:45,129][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:51:45,129][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.263844
[2023-12-01 14:51:45,204][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002501 seconds
[2023-12-01 14:51:45,204][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.263844
[2023-12-01 14:51:45,295][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002422 seconds
[2023-12-01 14:51:45,296][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.263844
[2023-12-01 14:51:45,459][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002428 seconds
[2023-12-01 14:51:45,459][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.263844
[2023-12-01 14:51:45,546][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:51:45,546][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.263844
[2023-12-01 14:51:45,636][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:51:45,636][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.263844
[2023-12-01 14:51:45,779][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:51:45,779][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.263844
[2023-12-01 14:51:45,916][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002495 seconds
[2023-12-01 14:51:45,917][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.263844
[2023-12-01 14:51:45,987][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:51:45,988][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.263844
[2023-12-01 14:51:46,053][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:51:46,053][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.263844
[2023-12-01 14:51:46,157][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:51:46,157][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.263844
[2023-12-01 14:51:46,336][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:51:46,337][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.263775
[2023-12-01 14:51:46,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:51:46,464][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.263775
[2023-12-01 14:51:46,649][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:51:46,649][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.263775
[2023-12-01 14:51:46,719][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002414 seconds
[2023-12-01 14:51:46,719][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.263775
[2023-12-01 14:51:46,844][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002438 seconds
[2023-12-01 14:51:46,845][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.263775
[2023-12-01 14:51:46,916][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002408 seconds
[2023-12-01 14:51:46,916][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.263775
