[2024-01-01 12:07:19,325][root][INFO] - Experiment name: xgb_regression_da_and_d1_only_hyperopt_tune_no_reg
[2024-01-01 12:07:26,257][hyperopt.tpe][INFO] - TPE using 17/17 trials with best loss 0.238831
[2024-01-01 12:07:26,299][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001735 seconds
[2024-01-01 12:07:26,299][hyperopt.tpe][INFO] - TPE using 18/18 trials with best loss 0.238831
[2024-01-01 12:07:26,349][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001724 seconds
[2024-01-01 12:07:26,349][hyperopt.tpe][INFO] - TPE using 19/19 trials with best loss 0.238831
[2024-01-01 12:07:26,392][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001793 seconds
[2024-01-01 12:07:26,393][hyperopt.tpe][INFO] - TPE using 20/20 trials with best loss 0.238831
[2024-01-01 12:07:26,538][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001827 seconds
[2024-01-01 12:07:26,538][hyperopt.tpe][INFO] - TPE using 21/21 trials with best loss 0.238831
[2024-01-01 12:07:26,639][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001831 seconds
[2024-01-01 12:07:26,639][hyperopt.tpe][INFO] - TPE using 22/22 trials with best loss 0.238831
[2024-01-01 12:07:26,800][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001797 seconds
[2024-01-01 12:07:26,800][hyperopt.tpe][INFO] - TPE using 23/23 trials with best loss 0.238831
[2024-01-01 12:07:26,885][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001818 seconds
[2024-01-01 12:07:26,885][hyperopt.tpe][INFO] - TPE using 24/24 trials with best loss 0.238831
[2024-01-01 12:07:27,092][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-01 12:07:27,093][hyperopt.tpe][INFO] - TPE using 25/25 trials with best loss 0.238831
[2024-01-01 12:07:27,208][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001856 seconds
[2024-01-01 12:07:27,208][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.238831
[2024-01-01 12:07:27,313][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001780 seconds
[2024-01-01 12:07:27,313][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.238831
[2024-01-01 12:07:27,399][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001921 seconds
[2024-01-01 12:07:27,400][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.238831
[2024-01-01 12:07:27,515][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001796 seconds
[2024-01-01 12:07:27,515][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.238831
[2024-01-01 12:07:27,630][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001762 seconds
[2024-01-01 12:07:27,630][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.238831
[2024-01-01 12:07:27,722][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-01 12:07:27,722][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.238831
[2024-01-01 12:07:27,860][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001878 seconds
[2024-01-01 12:07:27,860][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.238831
[2024-01-01 12:07:27,952][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001805 seconds
[2024-01-01 12:07:27,953][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.238831
[2024-01-01 12:07:28,056][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-01 12:07:28,057][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.238831
[2024-01-01 12:07:28,214][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001838 seconds
[2024-01-01 12:07:28,214][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.238831
[2024-01-01 12:07:28,348][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-01 12:07:28,348][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.238831
[2024-01-01 12:07:28,470][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001817 seconds
[2024-01-01 12:07:28,470][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.238831
[2024-01-01 12:07:28,640][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001845 seconds
[2024-01-01 12:07:28,640][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.238831
[2024-01-01 12:07:28,723][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:07:28,723][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.238831
[2024-01-01 12:07:28,880][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001834 seconds
[2024-01-01 12:07:28,880][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.238831
[2024-01-01 12:07:29,038][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002041 seconds
[2024-01-01 12:07:29,038][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.238831
[2024-01-01 12:07:29,210][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001820 seconds
[2024-01-01 12:07:29,210][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.238831
[2024-01-01 12:07:29,372][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001851 seconds
[2024-01-01 12:07:29,372][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.238831
[2024-01-01 12:07:29,457][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001850 seconds
[2024-01-01 12:07:29,457][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.238831
[2024-01-01 12:07:29,563][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001812 seconds
[2024-01-01 12:07:29,563][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.238831
[2024-01-01 12:07:29,661][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-01 12:07:29,661][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.235263
[2024-01-01 12:07:29,759][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001789 seconds
[2024-01-01 12:07:29,759][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.235263
[2024-01-01 12:07:29,857][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2024-01-01 12:07:29,857][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.235263
[2024-01-01 12:07:29,955][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-01 12:07:29,955][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.235263
[2024-01-01 12:07:30,053][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001836 seconds
[2024-01-01 12:07:30,054][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.235263
[2024-01-01 12:07:30,144][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001809 seconds
[2024-01-01 12:07:30,144][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.235263
[2024-01-01 12:07:30,242][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001805 seconds
[2024-01-01 12:07:30,242][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.235263
[2024-01-01 12:07:30,336][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-01 12:07:30,337][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.235263
[2024-01-01 12:07:30,433][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-01 12:07:30,433][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.235263
[2024-01-01 12:07:30,529][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2024-01-01 12:07:30,529][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.228129
[2024-01-01 12:07:30,616][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001851 seconds
[2024-01-01 12:07:30,616][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.228129
[2024-01-01 12:07:30,703][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001823 seconds
[2024-01-01 12:07:30,703][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.228129
[2024-01-01 12:07:30,790][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001793 seconds
[2024-01-01 12:07:30,790][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.228129
[2024-01-01 12:07:30,884][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001809 seconds
[2024-01-01 12:07:30,884][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.228129
[2024-01-01 12:07:30,945][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001757 seconds
[2024-01-01 12:07:30,945][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.228129
[2024-01-01 12:07:31,032][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-01 12:07:31,032][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.228129
[2024-01-01 12:07:31,119][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001827 seconds
[2024-01-01 12:07:31,119][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.228129
[2024-01-01 12:07:31,178][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:07:31,178][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.228129
[2024-01-01 12:07:31,276][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-01 12:07:31,276][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.228129
[2024-01-01 12:07:31,363][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-01 12:07:31,363][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.228129
[2024-01-01 12:07:31,450][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001776 seconds
[2024-01-01 12:07:31,450][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.228129
[2024-01-01 12:07:31,537][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:07:31,538][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.228129
[2024-01-01 12:07:31,625][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001815 seconds
[2024-01-01 12:07:31,625][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.228129
[2024-01-01 12:07:31,712][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001801 seconds
[2024-01-01 12:07:31,712][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.228129
[2024-01-01 12:07:31,794][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-01 12:07:31,795][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.228129
[2024-01-01 12:07:31,878][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001769 seconds
[2024-01-01 12:07:31,879][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.228129
[2024-01-01 12:07:31,942][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001926 seconds
[2024-01-01 12:07:31,942][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.228129
[2024-01-01 12:07:32,036][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001789 seconds
[2024-01-01 12:07:32,037][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.228129
[2024-01-01 12:07:32,101][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001835 seconds
[2024-01-01 12:07:32,102][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.228129
[2024-01-01 12:07:32,268][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001812 seconds
[2024-01-01 12:07:32,268][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.228129
[2024-01-01 12:07:32,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-01 12:07:32,356][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.228129
[2024-01-01 12:07:32,406][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001805 seconds
[2024-01-01 12:07:32,406][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.228129
[2024-01-01 12:07:32,526][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001821 seconds
[2024-01-01 12:07:32,527][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.228129
[2024-01-01 12:07:32,627][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001809 seconds
[2024-01-01 12:07:32,627][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.228129
[2024-01-01 12:07:32,759][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001882 seconds
[2024-01-01 12:07:32,759][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.228129
[2024-01-01 12:07:32,886][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001897 seconds
[2024-01-01 12:07:32,886][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.228129
[2024-01-01 12:07:32,965][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001809 seconds
[2024-01-01 12:07:32,965][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.228129
[2024-01-01 12:07:33,043][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001792 seconds
[2024-01-01 12:07:33,043][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.228129
[2024-01-01 12:07:33,180][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001796 seconds
[2024-01-01 12:07:33,180][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.228129
[2024-01-01 12:07:33,321][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001806 seconds
[2024-01-01 12:07:33,321][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.228129
[2024-01-01 12:07:33,386][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001822 seconds
[2024-01-01 12:07:33,386][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.228129
[2024-01-01 12:07:33,572][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.053465 seconds
[2024-01-01 12:07:33,572][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.228129
[2024-01-01 12:07:33,642][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001806 seconds
[2024-01-01 12:07:33,643][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.228129
[2024-01-01 12:07:33,726][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001832 seconds
[2024-01-01 12:07:33,726][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.228129
[2024-01-01 12:07:33,812][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-01 12:07:33,812][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.228129
[2024-01-01 12:07:33,921][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001834 seconds
[2024-01-01 12:07:33,921][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.228129
[2024-01-01 12:07:34,015][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001810 seconds
[2024-01-01 12:07:34,016][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.228129
[2024-01-01 12:07:34,122][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001826 seconds
[2024-01-01 12:07:34,122][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.228129
[2024-01-01 12:07:34,198][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001833 seconds
[2024-01-01 12:07:34,198][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.228129
[2024-01-01 12:07:34,265][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001819 seconds
[2024-01-01 12:07:34,265][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.224231
[2024-01-01 12:07:34,328][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:07:34,328][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.224231
[2024-01-01 12:07:34,396][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-01 12:07:34,396][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.224231
[2024-01-01 12:07:34,461][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-01 12:07:34,461][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.224231
[2024-01-01 12:07:34,527][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001810 seconds
[2024-01-01 12:07:34,527][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.224231
[2024-01-01 12:07:34,595][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001798 seconds
[2024-01-01 12:07:34,596][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.224231
[2024-01-01 12:07:34,662][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001821 seconds
[2024-01-01 12:07:34,662][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.224231
[2024-01-01 12:07:34,712][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:07:34,713][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.224231
[2024-01-01 12:07:34,757][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-01 12:07:34,757][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.224231
[2024-01-01 12:07:34,825][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001796 seconds
[2024-01-01 12:07:34,825][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.224231
[2024-01-01 12:07:34,892][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001809 seconds
[2024-01-01 12:07:34,892][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.224231
[2024-01-01 12:07:34,956][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001793 seconds
[2024-01-01 12:07:34,956][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.224231
[2024-01-01 12:07:35,013][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001793 seconds
[2024-01-01 12:07:35,014][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.224231
[2024-01-01 12:07:35,081][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-01 12:07:35,081][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.224231
[2024-01-01 12:07:35,149][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-01 12:07:35,149][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.224231
[2024-01-01 12:07:35,199][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001786 seconds
[2024-01-01 12:07:35,199][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.224231
[2024-01-01 12:07:35,267][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001817 seconds
[2024-01-01 12:07:35,268][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.224231
[2024-01-01 12:07:35,312][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001772 seconds
[2024-01-01 12:07:35,312][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.224231
[2024-01-01 12:07:35,375][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001808 seconds
[2024-01-01 12:07:35,376][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.224231
[2024-01-01 12:07:35,435][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001796 seconds
[2024-01-01 12:07:35,435][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.224231
[2024-01-01 12:07:35,492][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001814 seconds
[2024-01-01 12:07:35,493][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.224231
[2024-01-01 12:07:35,551][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-01 12:07:35,551][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.224231
[2024-01-01 12:07:35,610][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001796 seconds
[2024-01-01 12:07:35,610][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.224231
[2024-01-01 12:07:35,816][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001812 seconds
[2024-01-01 12:07:35,816][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.224231
[2024-01-01 12:07:35,865][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001825 seconds
[2024-01-01 12:07:35,865][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.224231
[2024-01-01 12:07:35,951][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001814 seconds
[2024-01-01 12:07:35,951][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.224231
[2024-01-01 12:07:36,019][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001804 seconds
[2024-01-01 12:07:36,019][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.224231
[2024-01-01 12:07:36,168][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001813 seconds
[2024-01-01 12:07:36,168][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.224231
[2024-01-01 12:07:36,227][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001800 seconds
[2024-01-01 12:07:36,227][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.224231
[2024-01-01 12:07:36,382][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001852 seconds
[2024-01-01 12:07:36,382][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.224231
[2024-01-01 12:07:36,449][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001820 seconds
[2024-01-01 12:07:36,449][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.224231
[2024-01-01 12:07:36,594][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001841 seconds
[2024-01-01 12:07:36,594][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.224231
[2024-01-01 12:07:36,639][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001814 seconds
[2024-01-01 12:07:36,639][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.224231
[2024-01-01 12:07:36,687][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001786 seconds
[2024-01-01 12:07:36,687][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.224231
[2024-01-01 12:07:36,862][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001846 seconds
[2024-01-01 12:07:36,862][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.224231
[2024-01-01 12:07:37,038][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002011 seconds
[2024-01-01 12:07:37,038][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.224231
[2024-01-01 12:07:37,110][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001802 seconds
[2024-01-01 12:07:37,110][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.224231
[2024-01-01 12:07:37,176][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-01 12:07:37,176][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.224231
