[2023-11-29 16:10:28,320][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_tune
[2023-11-29 16:10:36,910][hyperopt.tpe][INFO] - TPE using 23/23 trials with best loss 0.252150
[2023-11-29 16:10:36,957][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002270 seconds
[2023-11-29 16:10:36,958][hyperopt.tpe][INFO] - TPE using 24/24 trials with best loss 0.252150
[2023-11-29 16:10:36,988][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002249 seconds
[2023-11-29 16:10:36,988][hyperopt.tpe][INFO] - TPE using 25/25 trials with best loss 0.252150
[2023-11-29 16:10:37,018][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002255 seconds
[2023-11-29 16:10:37,018][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.252150
[2023-11-29 16:10:37,048][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002265 seconds
[2023-11-29 16:10:37,048][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.252150
[2023-11-29 16:10:37,078][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002245 seconds
[2023-11-29 16:10:37,079][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.252150
[2023-11-29 16:10:37,109][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002278 seconds
[2023-11-29 16:10:37,109][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.252150
[2023-11-29 16:10:37,139][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2023-11-29 16:10:37,139][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.252150
[2023-11-29 16:10:37,169][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002265 seconds
[2023-11-29 16:10:37,170][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.252150
[2023-11-29 16:10:37,208][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002281 seconds
[2023-11-29 16:10:37,209][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.252150
[2023-11-29 16:10:37,239][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002275 seconds
[2023-11-29 16:10:37,239][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.252150
[2023-11-29 16:10:37,269][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002238 seconds
[2023-11-29 16:10:37,270][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.252150
[2023-11-29 16:10:37,300][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2023-11-29 16:10:37,300][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.252150
[2023-11-29 16:10:37,356][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002257 seconds
[2023-11-29 16:10:37,356][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.252150
[2023-11-29 16:10:37,394][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002269 seconds
[2023-11-29 16:10:37,395][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.252150
[2023-11-29 16:10:37,425][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002259 seconds
[2023-11-29 16:10:37,425][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.252150
[2023-11-29 16:10:37,491][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002274 seconds
[2023-11-29 16:10:37,492][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.252150
[2023-11-29 16:10:37,602][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002291 seconds
[2023-11-29 16:10:37,602][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.252150
[2023-11-29 16:10:37,641][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002254 seconds
[2023-11-29 16:10:37,641][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.252150
[2023-11-29 16:10:37,716][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002264 seconds
[2023-11-29 16:10:37,716][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.252150
[2023-11-29 16:10:37,763][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2023-11-29 16:10:37,764][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.252150
[2023-11-29 16:10:37,868][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002273 seconds
[2023-11-29 16:10:37,868][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.252150
[2023-11-29 16:10:38,041][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002281 seconds
[2023-11-29 16:10:38,041][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.252150
[2023-11-29 16:10:38,071][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002263 seconds
[2023-11-29 16:10:38,072][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.252150
[2023-11-29 16:10:38,156][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002280 seconds
[2023-11-29 16:10:38,157][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.252150
[2023-11-29 16:10:38,221][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002283 seconds
[2023-11-29 16:10:38,221][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.252150
[2023-11-29 16:10:38,292][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002288 seconds
[2023-11-29 16:10:38,293][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.252150
[2023-11-29 16:10:38,349][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002266 seconds
[2023-11-29 16:10:38,349][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.252150
[2023-11-29 16:10:38,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002282 seconds
[2023-11-29 16:10:38,512][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.252150
[2023-11-29 16:10:38,560][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002266 seconds
[2023-11-29 16:10:38,560][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.252150
[2023-11-29 16:10:38,731][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002298 seconds
[2023-11-29 16:10:38,732][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.252150
[2023-11-29 16:10:38,762][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002265 seconds
[2023-11-29 16:10:38,762][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.252150
[2023-11-29 16:10:38,807][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002254 seconds
[2023-11-29 16:10:38,807][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.252150
[2023-11-29 16:10:38,872][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002297 seconds
[2023-11-29 16:10:38,872][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.252150
[2023-11-29 16:10:38,928][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002285 seconds
[2023-11-29 16:10:38,928][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.252150
[2023-11-29 16:10:39,221][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002266 seconds
[2023-11-29 16:10:39,222][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.252150
[2023-11-29 16:10:39,253][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002260 seconds
[2023-11-29 16:10:39,253][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.252150
[2023-11-29 16:10:39,284][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002284 seconds
[2023-11-29 16:10:39,284][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.252150
[2023-11-29 16:10:39,432][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002298 seconds
[2023-11-29 16:10:39,432][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.252150
[2023-11-29 16:10:39,463][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002294 seconds
[2023-11-29 16:10:39,463][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.252150
[2023-11-29 16:10:39,657][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002263 seconds
[2023-11-29 16:10:39,657][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.252150
[2023-11-29 16:10:39,688][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002281 seconds
[2023-11-29 16:10:39,688][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.252150
[2023-11-29 16:10:39,736][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002293 seconds
[2023-11-29 16:10:39,736][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.252150
[2023-11-29 16:10:39,767][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002296 seconds
[2023-11-29 16:10:39,767][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.252150
[2023-11-29 16:10:39,798][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002260 seconds
[2023-11-29 16:10:39,798][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.252150
[2023-11-29 16:10:39,829][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002267 seconds
[2023-11-29 16:10:39,829][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.252150
[2023-11-29 16:10:39,859][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002280 seconds
[2023-11-29 16:10:39,860][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.252150
[2023-11-29 16:10:39,891][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002278 seconds
[2023-11-29 16:10:39,891][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.252150
[2023-11-29 16:10:39,921][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002264 seconds
[2023-11-29 16:10:39,922][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.252150
[2023-11-29 16:10:39,952][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002282 seconds
[2023-11-29 16:10:39,952][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.252150
[2023-11-29 16:10:39,983][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002249 seconds
[2023-11-29 16:10:39,983][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.252150
[2023-11-29 16:10:40,040][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002276 seconds
[2023-11-29 16:10:40,040][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.252150
[2023-11-29 16:10:40,071][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002280 seconds
[2023-11-29 16:10:40,071][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.252150
[2023-11-29 16:10:40,102][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002276 seconds
[2023-11-29 16:10:40,102][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.252150
[2023-11-29 16:10:40,158][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002262 seconds
[2023-11-29 16:10:40,158][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.252150
[2023-11-29 16:10:40,197][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002285 seconds
[2023-11-29 16:10:40,198][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.252150
[2023-11-29 16:10:41,019][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002277 seconds
[2023-11-29 16:10:41,019][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.228493
[2023-11-29 16:10:41,745][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-11-29 16:10:41,745][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.228493
[2023-11-29 16:10:42,458][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002287 seconds
[2023-11-29 16:10:42,458][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.228493
[2023-11-29 16:10:43,136][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002305 seconds
[2023-11-29 16:10:43,137][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.228493
[2023-11-29 16:10:43,961][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002276 seconds
[2023-11-29 16:10:43,962][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.228493
[2023-11-29 16:10:44,785][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002271 seconds
[2023-11-29 16:10:44,797][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.228493
[2023-11-29 16:10:45,621][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002273 seconds
[2023-11-29 16:10:45,621][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.228493
[2023-11-29 16:10:46,452][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002287 seconds
[2023-11-29 16:10:46,452][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.228493
[2023-11-29 16:10:47,279][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002434 seconds
[2023-11-29 16:10:47,280][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.228493
[2023-11-29 16:10:48,100][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002272 seconds
[2023-11-29 16:10:48,100][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.228493
[2023-11-29 16:10:48,916][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002283 seconds
[2023-11-29 16:10:48,916][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.228493
[2023-11-29 16:10:49,811][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002322 seconds
[2023-11-29 16:10:49,811][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.228493
[2023-11-29 16:10:50,638][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002251 seconds
[2023-11-29 16:10:50,638][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.228493
[2023-11-29 16:10:51,425][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002273 seconds
[2023-11-29 16:10:51,425][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.228493
[2023-11-29 16:10:52,203][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002304 seconds
[2023-11-29 16:10:52,203][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.228493
[2023-11-29 16:10:53,026][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002261 seconds
[2023-11-29 16:10:53,027][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.228493
[2023-11-29 16:10:53,844][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002253 seconds
[2023-11-29 16:10:53,845][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.228493
[2023-11-29 16:10:54,561][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002288 seconds
[2023-11-29 16:10:54,561][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.228493
[2023-11-29 16:10:55,412][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002390 seconds
[2023-11-29 16:10:55,412][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.228493
[2023-11-29 16:10:56,130][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002284 seconds
[2023-11-29 16:10:56,130][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.228493
[2023-11-29 16:10:56,822][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002275 seconds
[2023-11-29 16:10:56,822][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.228493
[2023-11-29 16:10:57,157][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002287 seconds
[2023-11-29 16:10:57,157][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.228493
[2023-11-29 16:10:57,640][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2023-11-29 16:10:57,640][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.228493
[2023-11-29 16:10:58,481][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002299 seconds
[2023-11-29 16:10:58,481][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.228493
[2023-11-29 16:10:58,642][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002253 seconds
[2023-11-29 16:10:58,642][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.228493
[2023-11-29 16:10:58,841][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002283 seconds
[2023-11-29 16:10:58,841][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.228493
[2023-11-29 16:10:59,559][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002281 seconds
[2023-11-29 16:10:59,559][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.228493
[2023-11-29 16:10:59,850][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002285 seconds
[2023-11-29 16:10:59,850][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.228493
[2023-11-29 16:11:00,433][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002277 seconds
[2023-11-29 16:11:00,433][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.228493
[2023-11-29 16:11:01,127][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002300 seconds
[2023-11-29 16:11:01,128][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.228493
[2023-11-29 16:11:01,212][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002272 seconds
[2023-11-29 16:11:01,213][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.228493
[2023-11-29 16:11:01,994][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002273 seconds
[2023-11-29 16:11:01,994][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.228493
[2023-11-29 16:11:02,726][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002270 seconds
[2023-11-29 16:11:02,727][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.228493
[2023-11-29 16:11:03,015][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002281 seconds
[2023-11-29 16:11:03,016][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.228493
[2023-11-29 16:11:03,197][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002347 seconds
[2023-11-29 16:11:03,197][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.228493
[2023-11-29 16:11:03,904][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002314 seconds
[2023-11-29 16:11:03,904][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.228493
[2023-11-29 16:11:04,646][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002271 seconds
[2023-11-29 16:11:04,647][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.228493
[2023-11-29 16:11:04,825][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002283 seconds
[2023-11-29 16:11:04,825][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.228493
[2023-11-29 16:11:04,979][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002295 seconds
[2023-11-29 16:11:04,979][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.228493
[2023-11-29 16:11:05,651][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002275 seconds
[2023-11-29 16:11:05,657][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.228493
[2023-11-29 16:11:05,992][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002280 seconds
[2023-11-29 16:11:05,992][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.228493
[2023-11-29 16:11:06,530][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002287 seconds
[2023-11-29 16:11:06,532][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.228493
[2023-11-29 16:11:07,216][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002285 seconds
[2023-11-29 16:11:07,217][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.228493
[2023-11-29 16:11:07,309][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002275 seconds
[2023-11-29 16:11:07,309][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.228493
[2023-11-29 16:11:08,133][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-11-29 16:11:08,133][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.226306
[2023-11-29 16:11:08,803][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002285 seconds
[2023-11-29 16:11:08,803][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.226306
[2023-11-29 16:11:09,496][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002286 seconds
[2023-11-29 16:11:09,496][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.226306
[2023-11-29 16:11:09,821][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002301 seconds
[2023-11-29 16:11:09,822][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.226306
[2023-11-29 16:11:09,957][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002268 seconds
[2023-11-29 16:11:09,957][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.226306
[2023-11-29 16:11:10,672][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002276 seconds
[2023-11-29 16:11:10,673][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.226306
[2023-11-29 16:11:11,400][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002279 seconds
[2023-11-29 16:11:11,400][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.226306
[2023-11-29 16:11:11,552][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002272 seconds
[2023-11-29 16:11:11,552][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.226306
[2023-11-29 16:11:12,237][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002274 seconds
[2023-11-29 16:11:12,237][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.226306
[2023-11-29 16:11:12,418][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002265 seconds
[2023-11-29 16:11:12,418][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.226306
