[2023-11-29 09:32:33,576][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_tune``
[2023-11-29 09:32:46,606][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001709 seconds
[2023-11-29 09:32:46,606][hyperopt.tpe][INFO] - TPE using 21/21 trials with best loss 0.867870
[2023-11-29 09:32:47,002][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001679 seconds
[2023-11-29 09:32:47,002][hyperopt.tpe][INFO] - TPE using 22/22 trials with best loss 0.867870
[2023-11-29 09:32:47,033][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001675 seconds
[2023-11-29 09:32:47,033][hyperopt.tpe][INFO] - TPE using 23/23 trials with best loss 0.867870
[2023-11-29 09:32:47,426][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001732 seconds
[2023-11-29 09:32:47,426][hyperopt.tpe][INFO] - TPE using 24/24 trials with best loss 0.867870
[2023-11-29 09:32:47,569][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001672 seconds
[2023-11-29 09:32:47,569][hyperopt.tpe][INFO] - TPE using 25/25 trials with best loss 0.320077
[2023-11-29 09:32:47,712][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001671 seconds
[2023-11-29 09:32:47,712][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.320077
[2023-11-29 09:32:47,856][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001688 seconds
[2023-11-29 09:32:47,857][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.320077
[2023-11-29 09:32:48,000][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001668 seconds
[2023-11-29 09:32:48,000][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.320077
[2023-11-29 09:32:48,132][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001656 seconds
[2023-11-29 09:32:48,132][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.320077
[2023-11-29 09:32:48,194][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001670 seconds
[2023-11-29 09:32:48,194][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.320077
[2023-11-29 09:32:48,331][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001708 seconds
[2023-11-29 09:32:48,331][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.320077
[2023-11-29 09:32:48,508][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001668 seconds
[2023-11-29 09:32:48,509][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.320077
[2023-11-29 09:32:48,638][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001759 seconds
[2023-11-29 09:32:48,638][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.320077
[2023-11-29 09:32:49,230][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001671 seconds
[2023-11-29 09:32:49,230][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.320077
[2023-11-29 09:32:49,374][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001758 seconds
[2023-11-29 09:32:49,374][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.320077
[2023-11-29 09:32:49,429][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001662 seconds
[2023-11-29 09:32:49,429][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.320077
[2023-11-29 09:32:49,490][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001659 seconds
[2023-11-29 09:32:49,490][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.320077
[2023-11-29 09:32:49,640][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001694 seconds
[2023-11-29 09:32:49,641][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.320077
[2023-11-29 09:32:49,765][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001829 seconds
[2023-11-29 09:32:49,765][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.320077
[2023-11-29 09:32:49,803][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001656 seconds
[2023-11-29 09:32:49,803][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.320077
[2023-11-29 09:32:49,938][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001728 seconds
[2023-11-29 09:32:49,938][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.320077
[2023-11-29 09:32:50,097][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001699 seconds
[2023-11-29 09:32:50,097][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.320077
[2023-11-29 09:32:50,122][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001654 seconds
[2023-11-29 09:32:50,122][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.320077
[2023-11-29 09:32:50,343][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001677 seconds
[2023-11-29 09:32:50,343][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.320077
[2023-11-29 09:32:50,483][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001673 seconds
[2023-11-29 09:32:50,483][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.320077
[2023-11-29 09:32:50,542][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001671 seconds
[2023-11-29 09:32:50,542][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.320077
[2023-11-29 09:32:50,594][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001657 seconds
[2023-11-29 09:32:50,594][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.320077
[2023-11-29 09:32:50,954][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001698 seconds
[2023-11-29 09:32:50,954][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.320077
[2023-11-29 09:32:51,192][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001712 seconds
[2023-11-29 09:32:51,192][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.320077
[2023-11-29 09:32:51,275][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001795 seconds
[2023-11-29 09:32:51,276][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.320077
[2023-11-29 09:32:51,301][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001657 seconds
[2023-11-29 09:32:51,301][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.320077
[2023-11-29 09:32:51,431][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001745 seconds
[2023-11-29 09:32:51,431][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.320077
[2023-11-29 09:32:51,792][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001658 seconds
[2023-11-29 09:32:51,792][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.320077
[2023-11-29 09:32:51,964][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001665 seconds
[2023-11-29 09:32:51,964][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.320077
[2023-11-29 09:32:52,232][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001691 seconds
[2023-11-29 09:32:52,232][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.320077
[2023-11-29 09:32:52,264][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001673 seconds
[2023-11-29 09:32:52,264][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.320077
[2023-11-29 09:32:52,320][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001766 seconds
[2023-11-29 09:32:52,320][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.320077
[2023-11-29 09:32:52,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001675 seconds
[2023-11-29 09:32:52,464][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.320077
[2023-11-29 09:32:52,549][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001830 seconds
[2023-11-29 09:32:52,549][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.320077
[2023-11-29 09:32:52,581][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2023-11-29 09:32:52,581][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.320077
[2023-11-29 09:32:53,133][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001710 seconds
[2023-11-29 09:32:53,134][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.320077
[2023-11-29 09:32:53,390][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001801 seconds
[2023-11-29 09:32:53,390][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.320077
[2023-11-29 09:32:53,536][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001675 seconds
[2023-11-29 09:32:53,536][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.320077
[2023-11-29 09:32:53,656][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001788 seconds
[2023-11-29 09:32:53,656][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.320077
[2023-11-29 09:32:53,711][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001684 seconds
[2023-11-29 09:32:53,711][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.320077
[2023-11-29 09:32:53,854][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001800 seconds
[2023-11-29 09:32:53,854][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.320077
[2023-11-29 09:32:53,998][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001728 seconds
[2023-11-29 09:32:53,998][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.320077
[2023-11-29 09:32:54,141][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001724 seconds
[2023-11-29 09:32:54,141][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.320077
[2023-11-29 09:32:54,284][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001798 seconds
[2023-11-29 09:32:54,284][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.320077
[2023-11-29 09:32:54,428][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001734 seconds
[2023-11-29 09:32:54,428][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.320077
[2023-11-29 09:32:54,571][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001833 seconds
[2023-11-29 09:32:54,571][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.320077
[2023-11-29 09:32:54,707][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001675 seconds
[2023-11-29 09:32:54,707][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.320077
[2023-11-29 09:32:54,841][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001664 seconds
[2023-11-29 09:32:54,841][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.320077
[2023-11-29 09:32:54,989][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2023-11-29 09:32:54,989][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.320077
[2023-11-29 09:32:55,121][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001819 seconds
[2023-11-29 09:32:55,121][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.320077
[2023-11-29 09:32:55,172][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001669 seconds
[2023-11-29 09:32:55,172][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.320077
[2023-11-29 09:32:55,325][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001663 seconds
[2023-11-29 09:32:55,326][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss -0.066791
[2023-11-29 09:32:55,571][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001720 seconds
[2023-11-29 09:32:55,571][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss -0.066791
[2023-11-29 09:32:55,725][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001681 seconds
[2023-11-29 09:32:55,725][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss -0.066791
[2023-11-29 09:32:55,879][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001721 seconds
[2023-11-29 09:32:55,879][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss -0.066791
[2023-11-29 09:32:55,918][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001693 seconds
[2023-11-29 09:32:55,918][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss -0.066791
[2023-11-29 09:32:56,386][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001678 seconds
[2023-11-29 09:32:56,386][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss -0.066791
[2023-11-29 09:32:56,417][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001679 seconds
[2023-11-29 09:32:56,417][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss -0.066791
[2023-11-29 09:32:56,538][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001677 seconds
[2023-11-29 09:32:56,538][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss -0.066791
[2023-11-29 09:32:57,123][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001800 seconds
[2023-11-29 09:32:57,123][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss -0.066791
[2023-11-29 09:32:57,188][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001692 seconds
[2023-11-29 09:32:57,188][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss -0.066791
[2023-11-29 09:32:57,443][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001684 seconds
[2023-11-29 09:32:57,443][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss -0.066791
[2023-11-29 09:32:57,469][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001674 seconds
[2023-11-29 09:32:57,469][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss -0.066791
[2023-11-29 09:32:57,613][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001675 seconds
[2023-11-29 09:32:57,613][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss -0.066791
[2023-11-29 09:32:58,089][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001823 seconds
[2023-11-29 09:32:58,089][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss -0.066791
[2023-11-29 09:32:58,213][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001673 seconds
[2023-11-29 09:32:58,213][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss -0.066791
[2023-11-29 09:32:58,359][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001675 seconds
[2023-11-29 09:32:58,360][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss -0.066791
[2023-11-29 09:32:58,524][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001756 seconds
[2023-11-29 09:32:58,524][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss -0.066791
[2023-11-29 09:32:58,563][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001668 seconds
[2023-11-29 09:32:58,563][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss -0.066791
[2023-11-29 09:32:58,697][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001682 seconds
[2023-11-29 09:32:58,697][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss -0.066791
[2023-11-29 09:32:58,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001671 seconds
[2023-11-29 09:32:58,754][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss -0.066791
[2023-11-29 09:32:58,870][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001681 seconds
[2023-11-29 09:32:58,870][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss -0.066791
[2023-11-29 09:32:59,018][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001754 seconds
[2023-11-29 09:32:59,018][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss -0.066791
[2023-11-29 09:32:59,141][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001834 seconds
[2023-11-29 09:32:59,141][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss -0.066791
[2023-11-29 09:32:59,192][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001660 seconds
[2023-11-29 09:32:59,193][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss -0.066791
[2023-11-29 09:32:59,327][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001682 seconds
[2023-11-29 09:32:59,327][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss -0.066791
[2023-11-29 09:32:59,591][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001808 seconds
[2023-11-29 09:32:59,591][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss -0.066791
[2023-11-29 09:32:59,671][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001759 seconds
[2023-11-29 09:32:59,671][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss -0.066791
[2023-11-29 09:32:59,726][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001667 seconds
[2023-11-29 09:32:59,726][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss -0.066791
[2023-11-29 09:33:00,124][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001731 seconds
[2023-11-29 09:33:00,125][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss -0.066791
[2023-11-29 09:33:00,156][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001676 seconds
[2023-11-29 09:33:00,156][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss -0.066791
[2023-11-29 09:33:00,290][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001811 seconds
[2023-11-29 09:33:00,291][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss -0.066791
[2023-11-29 09:33:00,820][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001815 seconds
[2023-11-29 09:33:00,820][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss -0.066791
[2023-11-29 09:33:00,967][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001679 seconds
[2023-11-29 09:33:00,967][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss -0.066791
[2023-11-29 09:33:01,055][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001669 seconds
[2023-11-29 09:33:01,055][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss -0.066791
[2023-11-29 09:33:01,187][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001667 seconds
[2023-11-29 09:33:01,187][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss -0.066791
[2023-11-29 09:33:01,212][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001671 seconds
[2023-11-29 09:33:01,212][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss -0.066791
[2023-11-29 09:33:01,611][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001744 seconds
[2023-11-29 09:33:01,611][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss -0.066791
[2023-11-29 09:33:01,767][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001682 seconds
[2023-11-29 09:33:01,767][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss -0.066791
[2023-11-29 09:33:01,903][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001780 seconds
[2023-11-29 09:33:01,903][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss -0.066791
[2023-11-29 09:33:01,955][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001674 seconds
[2023-11-29 09:33:01,956][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss -0.066791
[2023-11-29 09:33:02,538][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001667 seconds
[2023-11-29 09:33:02,538][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss -0.066791
[2023-11-29 09:33:02,576][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001705 seconds
[2023-11-29 09:33:02,577][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss -0.066791
[2023-11-29 09:33:02,714][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001695 seconds
[2023-11-29 09:33:02,715][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss -0.066791
[2023-11-29 09:33:02,772][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001738 seconds
[2023-11-29 09:33:02,772][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss -0.066791
[2023-11-29 09:33:02,909][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001671 seconds
[2023-11-29 09:33:02,910][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss -0.066791
[2023-11-29 09:33:03,015][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001682 seconds
[2023-11-29 09:33:03,015][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss -0.066791
[2023-11-29 09:33:03,166][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001734 seconds
[2023-11-29 09:33:03,167][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss -0.066791
[2023-11-29 09:33:03,199][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001740 seconds
[2023-11-29 09:33:03,199][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss -0.066791
[2023-11-29 09:33:03,779][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001759 seconds
[2023-11-29 09:33:03,779][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss -0.066791
[2023-11-29 09:33:03,907][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001737 seconds
[2023-11-29 09:33:03,908][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss -0.066791
[2023-11-29 09:33:04,153][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001745 seconds
[2023-11-29 09:33:04,153][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss -0.066791
[2023-11-29 09:33:04,199][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001806 seconds
[2023-11-29 09:33:04,199][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss -0.066791
[2023-11-29 09:33:04,325][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001743 seconds
[2023-11-29 09:33:04,325][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss -0.066791
[2023-11-29 09:33:04,370][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2023-11-29 09:33:04,370][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss -0.066791
[2023-11-29 09:33:04,513][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001666 seconds
[2023-11-29 09:33:04,514][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss -0.066791
[2023-11-29 09:33:04,636][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001659 seconds
[2023-11-29 09:33:04,637][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss -0.066791
