[2023-12-01 14:46:44,176][root][INFO] - Experiment name: xgb_regression_da_and_d1_hyperopt_tune
[2023-12-01 14:46:52,149][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002434 seconds
[2023-12-01 14:46:52,149][hyperopt.tpe][INFO] - TPE using 24/24 trials with best loss 0.264588
[2023-12-01 14:46:52,356][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002405 seconds
[2023-12-01 14:46:52,356][hyperopt.tpe][INFO] - TPE using 25/25 trials with best loss 0.264588
[2023-12-01 14:46:52,477][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:46:52,477][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.264588
[2023-12-01 14:46:52,624][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002435 seconds
[2023-12-01 14:46:52,624][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.264588
[2023-12-01 14:46:52,754][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002420 seconds
[2023-12-01 14:46:52,754][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.264588
[2023-12-01 14:46:52,909][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002438 seconds
[2023-12-01 14:46:52,909][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.264588
[2023-12-01 14:46:53,011][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002411 seconds
[2023-12-01 14:46:53,011][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.263475
[2023-12-01 14:46:53,097][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2023-12-01 14:46:53,097][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.263475
[2023-12-01 14:46:53,187][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002388 seconds
[2023-12-01 14:46:53,187][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.263475
[2023-12-01 14:46:53,280][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002404 seconds
[2023-12-01 14:46:53,280][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.263475
[2023-12-01 14:46:53,369][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002417 seconds
[2023-12-01 14:46:53,370][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.263475
[2023-12-01 14:46:53,441][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:46:53,441][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.263475
[2023-12-01 14:46:53,511][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:46:53,511][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.263475
[2023-12-01 14:46:53,599][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:46:53,599][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.263475
[2023-12-01 14:46:53,687][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:46:53,687][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.263475
[2023-12-01 14:46:53,770][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002427 seconds
[2023-12-01 14:46:53,770][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.263475
[2023-12-01 14:46:53,889][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:46:53,889][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.263475
[2023-12-01 14:46:53,954][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:46:53,955][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.263475
[2023-12-01 14:46:54,030][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:46:54,030][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.263475
[2023-12-01 14:46:54,113][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002418 seconds
[2023-12-01 14:46:54,113][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.263475
[2023-12-01 14:46:54,264][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:46:54,265][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.263475
[2023-12-01 14:46:54,337][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002527 seconds
[2023-12-01 14:46:54,337][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.263475
[2023-12-01 14:46:54,391][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:46:54,391][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.263475
[2023-12-01 14:46:54,494][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:46:54,494][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.263475
[2023-12-01 14:46:54,586][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:46:54,587][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.263475
[2023-12-01 14:46:54,710][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:46:54,710][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.263475
[2023-12-01 14:46:54,817][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002432 seconds
[2023-12-01 14:46:54,818][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.263475
[2023-12-01 14:46:54,872][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002447 seconds
[2023-12-01 14:46:54,872][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.263475
[2023-12-01 14:46:54,948][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002435 seconds
[2023-12-01 14:46:54,948][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.263475
[2023-12-01 14:46:55,059][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002427 seconds
[2023-12-01 14:46:55,059][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.263475
[2023-12-01 14:46:55,126][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002412 seconds
[2023-12-01 14:46:55,126][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.263475
[2023-12-01 14:46:55,329][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002649 seconds
[2023-12-01 14:46:55,329][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.262863
[2023-12-01 14:46:55,551][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002527 seconds
[2023-12-01 14:46:55,552][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.262863
[2023-12-01 14:46:55,752][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002511 seconds
[2023-12-01 14:46:55,752][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.262863
[2023-12-01 14:46:55,947][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002484 seconds
[2023-12-01 14:46:55,948][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.262863
[2023-12-01 14:46:56,055][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:46:56,055][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.262863
[2023-12-01 14:46:56,259][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002568 seconds
[2023-12-01 14:46:56,260][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.262863
[2023-12-01 14:46:56,481][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:46:56,481][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.262863
[2023-12-01 14:46:56,614][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:46:56,614][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.262863
[2023-12-01 14:46:56,764][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:46:56,764][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.262863
[2023-12-01 14:46:56,934][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002556 seconds
[2023-12-01 14:46:56,935][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.261410
[2023-12-01 14:46:57,069][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:46:57,069][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.261410
[2023-12-01 14:46:57,239][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002487 seconds
[2023-12-01 14:46:57,240][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.261410
[2023-12-01 14:46:57,410][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002490 seconds
[2023-12-01 14:46:57,410][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.261410
[2023-12-01 14:46:57,581][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:46:57,581][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.261410
[2023-12-01 14:46:57,751][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:46:57,751][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.261410
[2023-12-01 14:46:57,922][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:46:57,922][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.261410
[2023-12-01 14:46:58,112][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002539 seconds
[2023-12-01 14:46:58,112][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.261410
[2023-12-01 14:46:58,271][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:46:58,271][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.261410
[2023-12-01 14:46:58,439][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002539 seconds
[2023-12-01 14:46:58,439][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.261410
[2023-12-01 14:46:58,580][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:46:58,580][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.261410
[2023-12-01 14:46:58,709][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:46:58,709][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.261410
[2023-12-01 14:46:58,917][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002496 seconds
[2023-12-01 14:46:58,917][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.259824
[2023-12-01 14:46:59,084][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:46:59,085][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.259824
[2023-12-01 14:46:59,286][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002489 seconds
[2023-12-01 14:46:59,286][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.259824
[2023-12-01 14:46:59,463][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:46:59,464][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.259824
[2023-12-01 14:46:59,626][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:46:59,626][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.259824
[2023-12-01 14:46:59,865][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002447 seconds
[2023-12-01 14:46:59,865][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.259824
[2023-12-01 14:46:59,970][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:46:59,970][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.259824
[2023-12-01 14:47:00,080][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.051208 seconds
[2023-12-01 14:47:00,080][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.259824
[2023-12-01 14:47:00,252][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002485 seconds
[2023-12-01 14:47:00,252][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.259824
[2023-12-01 14:47:00,381][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:47:00,381][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.259824
[2023-12-01 14:47:00,491][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002510 seconds
[2023-12-01 14:47:00,491][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.259824
[2023-12-01 14:47:00,544][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:47:00,544][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.259824
[2023-12-01 14:47:00,774][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002532 seconds
[2023-12-01 14:47:00,775][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.259824
[2023-12-01 14:47:00,956][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002499 seconds
[2023-12-01 14:47:00,956][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.259824
[2023-12-01 14:47:01,062][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002508 seconds
[2023-12-01 14:47:01,063][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.259824
[2023-12-01 14:47:01,109][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:47:01,109][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.259824
[2023-12-01 14:47:01,315][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:47:01,315][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.259824
[2023-12-01 14:47:01,431][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002621 seconds
[2023-12-01 14:47:01,431][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.259824
[2023-12-01 14:47:01,642][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:47:01,643][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.259824
[2023-12-01 14:47:01,774][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002488 seconds
[2023-12-01 14:47:01,774][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.259824
[2023-12-01 14:47:01,826][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:47:01,826][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.259824
[2023-12-01 14:47:01,934][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:47:01,934][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.259824
[2023-12-01 14:47:02,104][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002592 seconds
[2023-12-01 14:47:02,104][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.259824
[2023-12-01 14:47:02,254][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:47:02,254][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.259824
[2023-12-01 14:47:02,424][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:47:02,424][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.259824
[2023-12-01 14:47:02,558][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002473 seconds
[2023-12-01 14:47:02,559][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.259824
[2023-12-01 14:47:02,689][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:47:02,689][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.259824
[2023-12-01 14:47:02,736][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002535 seconds
[2023-12-01 14:47:02,736][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.259824
[2023-12-01 14:47:02,867][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002442 seconds
[2023-12-01 14:47:02,868][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.259824
[2023-12-01 14:47:03,070][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002489 seconds
[2023-12-01 14:47:03,071][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.259824
[2023-12-01 14:47:03,184][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:47:03,185][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.259824
[2023-12-01 14:47:03,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:47:03,331][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.259824
[2023-12-01 14:47:03,552][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002580 seconds
[2023-12-01 14:47:03,552][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.259824
[2023-12-01 14:47:03,689][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002471 seconds
[2023-12-01 14:47:03,689][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.259824
[2023-12-01 14:47:03,807][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:47:03,807][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.259824
[2023-12-01 14:47:03,868][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002512 seconds
[2023-12-01 14:47:03,869][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.259824
[2023-12-01 14:47:03,997][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:47:03,998][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.259824
[2023-12-01 14:47:04,135][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:47:04,135][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.232207
[2023-12-01 14:47:04,288][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:47:04,288][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.232207
[2023-12-01 14:47:04,447][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:47:04,448][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.232207
[2023-12-01 14:47:04,563][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:47:04,564][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.232207
[2023-12-01 14:47:04,661][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:47:04,661][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.232207
[2023-12-01 14:47:04,741][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:47:04,741][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.232207
[2023-12-01 14:47:04,870][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002544 seconds
[2023-12-01 14:47:04,870][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.232207
[2023-12-01 14:47:04,919][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:47:04,919][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.232207
[2023-12-01 14:47:05,055][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002534 seconds
[2023-12-01 14:47:05,056][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.232207
[2023-12-01 14:47:05,194][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002518 seconds
[2023-12-01 14:47:05,194][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.232207
[2023-12-01 14:47:05,319][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002502 seconds
[2023-12-01 14:47:05,319][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.232207
[2023-12-01 14:47:05,487][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2023-12-01 14:47:05,487][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.225537
[2023-12-01 14:47:05,558][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002500 seconds
[2023-12-01 14:47:05,558][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.225537
[2023-12-01 14:47:05,695][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002500 seconds
[2023-12-01 14:47:05,695][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.225537
[2023-12-01 14:47:05,788][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002485 seconds
[2023-12-01 14:47:05,789][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.225537
[2023-12-01 14:47:05,973][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:47:05,973][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.225537
[2023-12-01 14:47:06,027][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002498 seconds
[2023-12-01 14:47:06,027][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.225537
[2023-12-01 14:47:06,155][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002519 seconds
[2023-12-01 14:47:06,155][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.225537
[2023-12-01 14:47:06,301][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:47:06,301][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.225537
[2023-12-01 14:47:06,438][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:47:06,439][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.225537
