[2024-01-23 11:06:29,796][root][INFO] - Experiment name: xgb_regression_da_and_d2_hyperopt_tune_with_elastic_net
[2024-01-23 11:06:35,802][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002232 seconds
[2024-01-23 11:06:35,803][hyperopt.tpe][INFO] - TPE using 12/12 trials with best loss 0.238882
[2024-01-23 11:06:35,889][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002228 seconds
[2024-01-23 11:06:35,889][hyperopt.tpe][INFO] - TPE using 13/13 trials with best loss 0.238882
[2024-01-23 11:06:35,967][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002264 seconds
[2024-01-23 11:06:35,967][hyperopt.tpe][INFO] - TPE using 14/14 trials with best loss 0.238090
[2024-01-23 11:06:36,107][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002191 seconds
[2024-01-23 11:06:36,108][hyperopt.tpe][INFO] - TPE using 15/15 trials with best loss 0.238090
[2024-01-23 11:06:36,255][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002185 seconds
[2024-01-23 11:06:36,292][hyperopt.tpe][INFO] - TPE using 16/16 trials with best loss 0.238090
[2024-01-23 11:06:36,436][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002175 seconds
[2024-01-23 11:06:36,436][hyperopt.tpe][INFO] - TPE using 17/17 trials with best loss 0.238090
[2024-01-23 11:06:36,511][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002199 seconds
[2024-01-23 11:06:36,511][hyperopt.tpe][INFO] - TPE using 18/18 trials with best loss 0.238090
[2024-01-23 11:06:36,583][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002172 seconds
[2024-01-23 11:06:36,583][hyperopt.tpe][INFO] - TPE using 19/19 trials with best loss 0.238090
[2024-01-23 11:06:36,670][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002303 seconds
[2024-01-23 11:06:36,671][hyperopt.tpe][INFO] - TPE using 20/20 trials with best loss 0.238090
[2024-01-23 11:06:36,798][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002392 seconds
[2024-01-23 11:06:36,798][hyperopt.tpe][INFO] - TPE using 21/21 trials with best loss 0.238090
[2024-01-23 11:06:36,945][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002407 seconds
[2024-01-23 11:06:36,946][hyperopt.tpe][INFO] - TPE using 22/22 trials with best loss 0.238090
[2024-01-23 11:06:37,074][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002307 seconds
[2024-01-23 11:06:37,075][hyperopt.tpe][INFO] - TPE using 23/23 trials with best loss 0.238090
[2024-01-23 11:06:37,169][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002217 seconds
[2024-01-23 11:06:37,169][hyperopt.tpe][INFO] - TPE using 24/24 trials with best loss 0.238090
[2024-01-23 11:06:37,238][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002199 seconds
[2024-01-23 11:06:37,239][hyperopt.tpe][INFO] - TPE using 25/25 trials with best loss 0.238090
[2024-01-23 11:06:37,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002376 seconds
[2024-01-23 11:06:37,355][hyperopt.tpe][INFO] - TPE using 26/26 trials with best loss 0.238090
[2024-01-23 11:06:37,489][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002208 seconds
[2024-01-23 11:06:37,489][hyperopt.tpe][INFO] - TPE using 27/27 trials with best loss 0.236868
[2024-01-23 11:06:37,625][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002233 seconds
[2024-01-23 11:06:37,625][hyperopt.tpe][INFO] - TPE using 28/28 trials with best loss 0.236750
[2024-01-23 11:06:37,742][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002287 seconds
[2024-01-23 11:06:37,743][hyperopt.tpe][INFO] - TPE using 29/29 trials with best loss 0.236750
[2024-01-23 11:06:37,860][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002226 seconds
[2024-01-23 11:06:37,860][hyperopt.tpe][INFO] - TPE using 30/30 trials with best loss 0.236750
[2024-01-23 11:06:37,976][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002210 seconds
[2024-01-23 11:06:37,976][hyperopt.tpe][INFO] - TPE using 31/31 trials with best loss 0.236750
[2024-01-23 11:06:38,105][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002262 seconds
[2024-01-23 11:06:38,105][hyperopt.tpe][INFO] - TPE using 32/32 trials with best loss 0.236750
[2024-01-23 11:06:38,227][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002215 seconds
[2024-01-23 11:06:38,228][hyperopt.tpe][INFO] - TPE using 33/33 trials with best loss 0.236750
[2024-01-23 11:06:38,344][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002211 seconds
[2024-01-23 11:06:38,344][hyperopt.tpe][INFO] - TPE using 34/34 trials with best loss 0.236750
[2024-01-23 11:06:38,455][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002228 seconds
[2024-01-23 11:06:38,455][hyperopt.tpe][INFO] - TPE using 35/35 trials with best loss 0.236750
[2024-01-23 11:06:38,578][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002230 seconds
[2024-01-23 11:06:38,578][hyperopt.tpe][INFO] - TPE using 36/36 trials with best loss 0.236750
[2024-01-23 11:06:38,634][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002248 seconds
[2024-01-23 11:06:38,634][hyperopt.tpe][INFO] - TPE using 37/37 trials with best loss 0.236750
[2024-01-23 11:06:38,752][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002281 seconds
[2024-01-23 11:06:38,752][hyperopt.tpe][INFO] - TPE using 38/38 trials with best loss 0.236750
[2024-01-23 11:06:38,800][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002210 seconds
[2024-01-23 11:06:38,801][hyperopt.tpe][INFO] - TPE using 39/39 trials with best loss 0.236750
[2024-01-23 11:06:38,995][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002241 seconds
[2024-01-23 11:06:38,995][hyperopt.tpe][INFO] - TPE using 40/40 trials with best loss 0.236040
[2024-01-23 11:06:39,121][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002236 seconds
[2024-01-23 11:06:39,122][hyperopt.tpe][INFO] - TPE using 41/41 trials with best loss 0.236040
[2024-01-23 11:06:39,174][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002208 seconds
[2024-01-23 11:06:39,174][hyperopt.tpe][INFO] - TPE using 42/42 trials with best loss 0.236040
[2024-01-23 11:06:39,340][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002206 seconds
[2024-01-23 11:06:39,340][hyperopt.tpe][INFO] - TPE using 43/43 trials with best loss 0.236040
[2024-01-23 11:06:39,517][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002305 seconds
[2024-01-23 11:06:39,518][hyperopt.tpe][INFO] - TPE using 44/44 trials with best loss 0.236040
[2024-01-23 11:06:39,640][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002205 seconds
[2024-01-23 11:06:39,640][hyperopt.tpe][INFO] - TPE using 45/45 trials with best loss 0.236040
[2024-01-23 11:06:39,711][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002207 seconds
[2024-01-23 11:06:39,711][hyperopt.tpe][INFO] - TPE using 46/46 trials with best loss 0.236040
[2024-01-23 11:06:39,854][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002230 seconds
[2024-01-23 11:06:39,855][hyperopt.tpe][INFO] - TPE using 47/47 trials with best loss 0.236040
[2024-01-23 11:06:39,964][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002242 seconds
[2024-01-23 11:06:39,964][hyperopt.tpe][INFO] - TPE using 48/48 trials with best loss 0.236040
[2024-01-23 11:06:40,065][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002223 seconds
[2024-01-23 11:06:40,065][hyperopt.tpe][INFO] - TPE using 49/49 trials with best loss 0.236040
[2024-01-23 11:06:40,183][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002364 seconds
[2024-01-23 11:06:40,184][hyperopt.tpe][INFO] - TPE using 50/50 trials with best loss 0.236040
[2024-01-23 11:06:40,327][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002186 seconds
[2024-01-23 11:06:40,328][hyperopt.tpe][INFO] - TPE using 51/51 trials with best loss 0.236040
[2024-01-23 11:06:40,426][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002222 seconds
[2024-01-23 11:06:40,426][hyperopt.tpe][INFO] - TPE using 52/52 trials with best loss 0.236040
[2024-01-23 11:06:40,477][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002143 seconds
[2024-01-23 11:06:40,478][hyperopt.tpe][INFO] - TPE using 53/53 trials with best loss 0.236040
[2024-01-23 11:06:40,600][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002219 seconds
[2024-01-23 11:06:40,601][hyperopt.tpe][INFO] - TPE using 54/54 trials with best loss 0.236040
[2024-01-23 11:06:40,689][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002235 seconds
[2024-01-23 11:06:40,689][hyperopt.tpe][INFO] - TPE using 55/55 trials with best loss 0.236040
[2024-01-23 11:06:40,786][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002279 seconds
[2024-01-23 11:06:40,786][hyperopt.tpe][INFO] - TPE using 56/56 trials with best loss 0.236040
[2024-01-23 11:06:40,882][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002208 seconds
[2024-01-23 11:06:40,882][hyperopt.tpe][INFO] - TPE using 57/57 trials with best loss 0.236040
[2024-01-23 11:06:40,974][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002187 seconds
[2024-01-23 11:06:40,974][hyperopt.tpe][INFO] - TPE using 58/58 trials with best loss 0.236040
[2024-01-23 11:06:41,068][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002209 seconds
[2024-01-23 11:06:41,068][hyperopt.tpe][INFO] - TPE using 59/59 trials with best loss 0.236040
[2024-01-23 11:06:41,161][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002163 seconds
[2024-01-23 11:06:41,161][hyperopt.tpe][INFO] - TPE using 60/60 trials with best loss 0.236040
[2024-01-23 11:06:41,245][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002203 seconds
[2024-01-23 11:06:41,245][hyperopt.tpe][INFO] - TPE using 61/61 trials with best loss 0.236040
[2024-01-23 11:06:41,333][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002259 seconds
[2024-01-23 11:06:41,333][hyperopt.tpe][INFO] - TPE using 62/62 trials with best loss 0.236040
[2024-01-23 11:06:41,424][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002387 seconds
[2024-01-23 11:06:41,425][hyperopt.tpe][INFO] - TPE using 63/63 trials with best loss 0.236040
[2024-01-23 11:06:41,571][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002203 seconds
[2024-01-23 11:06:41,571][hyperopt.tpe][INFO] - TPE using 64/64 trials with best loss 0.236040
[2024-01-23 11:06:41,679][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002207 seconds
[2024-01-23 11:06:41,679][hyperopt.tpe][INFO] - TPE using 65/65 trials with best loss 0.236040
[2024-01-23 11:06:41,809][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002237 seconds
[2024-01-23 11:06:41,809][hyperopt.tpe][INFO] - TPE using 66/66 trials with best loss 0.236040
[2024-01-23 11:06:41,942][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002233 seconds
[2024-01-23 11:06:41,943][hyperopt.tpe][INFO] - TPE using 67/67 trials with best loss 0.236040
[2024-01-23 11:06:42,010][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002198 seconds
[2024-01-23 11:06:42,010][hyperopt.tpe][INFO] - TPE using 68/68 trials with best loss 0.236040
[2024-01-23 11:06:42,207][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002215 seconds
[2024-01-23 11:06:42,207][hyperopt.tpe][INFO] - TPE using 69/69 trials with best loss 0.236040
[2024-01-23 11:06:42,361][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002232 seconds
[2024-01-23 11:06:42,362][hyperopt.tpe][INFO] - TPE using 70/70 trials with best loss 0.236040
[2024-01-23 11:06:42,427][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002222 seconds
[2024-01-23 11:06:42,427][hyperopt.tpe][INFO] - TPE using 71/71 trials with best loss 0.236040
[2024-01-23 11:06:42,526][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002204 seconds
[2024-01-23 11:06:42,526][hyperopt.tpe][INFO] - TPE using 72/72 trials with best loss 0.236040
[2024-01-23 11:06:42,686][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002240 seconds
[2024-01-23 11:06:42,686][hyperopt.tpe][INFO] - TPE using 73/73 trials with best loss 0.236040
[2024-01-23 11:06:42,860][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002281 seconds
[2024-01-23 11:06:42,860][hyperopt.tpe][INFO] - TPE using 74/74 trials with best loss 0.236040
[2024-01-23 11:06:42,972][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002216 seconds
[2024-01-23 11:06:42,973][hyperopt.tpe][INFO] - TPE using 75/75 trials with best loss 0.236040
[2024-01-23 11:06:43,147][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002226 seconds
[2024-01-23 11:06:43,147][hyperopt.tpe][INFO] - TPE using 76/76 trials with best loss 0.236040
[2024-01-23 11:06:43,347][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002225 seconds
[2024-01-23 11:06:43,347][hyperopt.tpe][INFO] - TPE using 77/77 trials with best loss 0.236040
[2024-01-23 11:06:43,435][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002210 seconds
[2024-01-23 11:06:43,435][hyperopt.tpe][INFO] - TPE using 78/78 trials with best loss 0.236040
[2024-01-23 11:06:43,488][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002226 seconds
[2024-01-23 11:06:43,488][hyperopt.tpe][INFO] - TPE using 79/79 trials with best loss 0.236040
[2024-01-23 11:06:43,624][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002283 seconds
[2024-01-23 11:06:43,624][hyperopt.tpe][INFO] - TPE using 80/80 trials with best loss 0.236040
[2024-01-23 11:06:43,755][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002210 seconds
[2024-01-23 11:06:43,755][hyperopt.tpe][INFO] - TPE using 81/81 trials with best loss 0.236040
[2024-01-23 11:06:43,879][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002207 seconds
[2024-01-23 11:06:43,879][hyperopt.tpe][INFO] - TPE using 82/82 trials with best loss 0.236040
[2024-01-23 11:06:44,022][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002209 seconds
[2024-01-23 11:06:44,022][hyperopt.tpe][INFO] - TPE using 83/83 trials with best loss 0.236040
[2024-01-23 11:06:44,100][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002151 seconds
[2024-01-23 11:06:44,100][hyperopt.tpe][INFO] - TPE using 84/84 trials with best loss 0.236040
[2024-01-23 11:06:44,222][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002156 seconds
[2024-01-23 11:06:44,223][hyperopt.tpe][INFO] - TPE using 85/85 trials with best loss 0.236040
[2024-01-23 11:06:44,274][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002194 seconds
[2024-01-23 11:06:44,274][hyperopt.tpe][INFO] - TPE using 86/86 trials with best loss 0.236040
[2024-01-23 11:06:44,431][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.051011 seconds
[2024-01-23 11:06:44,432][hyperopt.tpe][INFO] - TPE using 87/87 trials with best loss 0.236040
[2024-01-23 11:06:44,525][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002225 seconds
[2024-01-23 11:06:44,525][hyperopt.tpe][INFO] - TPE using 88/88 trials with best loss 0.236040
[2024-01-23 11:06:44,674][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002248 seconds
[2024-01-23 11:06:44,675][hyperopt.tpe][INFO] - TPE using 89/89 trials with best loss 0.236040
[2024-01-23 11:06:44,853][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002238 seconds
[2024-01-23 11:06:44,854][hyperopt.tpe][INFO] - TPE using 90/90 trials with best loss 0.236040
[2024-01-23 11:06:44,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002232 seconds
[2024-01-23 11:06:44,999][hyperopt.tpe][INFO] - TPE using 91/91 trials with best loss 0.236040
[2024-01-23 11:06:45,090][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002284 seconds
[2024-01-23 11:06:45,091][hyperopt.tpe][INFO] - TPE using 92/92 trials with best loss 0.236040
[2024-01-23 11:06:45,213][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002267 seconds
[2024-01-23 11:06:45,213][hyperopt.tpe][INFO] - TPE using 93/93 trials with best loss 0.236040
[2024-01-23 11:06:45,262][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002345 seconds
[2024-01-23 11:06:45,263][hyperopt.tpe][INFO] - TPE using 94/94 trials with best loss 0.236040
[2024-01-23 11:06:45,388][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002295 seconds
[2024-01-23 11:06:45,388][hyperopt.tpe][INFO] - TPE using 95/95 trials with best loss 0.236040
[2024-01-23 11:06:45,495][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002234 seconds
[2024-01-23 11:06:45,495][hyperopt.tpe][INFO] - TPE using 96/96 trials with best loss 0.236040
[2024-01-23 11:06:45,689][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002271 seconds
[2024-01-23 11:06:45,689][hyperopt.tpe][INFO] - TPE using 97/97 trials with best loss 0.236040
[2024-01-23 11:06:45,840][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002442 seconds
[2024-01-23 11:06:45,841][hyperopt.tpe][INFO] - TPE using 98/98 trials with best loss 0.236040
[2024-01-23 11:06:45,942][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002263 seconds
[2024-01-23 11:06:45,943][hyperopt.tpe][INFO] - TPE using 99/99 trials with best loss 0.236040
[2024-01-23 11:06:46,034][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002272 seconds
[2024-01-23 11:06:46,034][hyperopt.tpe][INFO] - TPE using 100/100 trials with best loss 0.236040
[2024-01-23 11:06:46,146][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002263 seconds
[2024-01-23 11:06:46,146][hyperopt.tpe][INFO] - TPE using 101/101 trials with best loss 0.236040
[2024-01-23 11:06:46,204][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002255 seconds
[2024-01-23 11:06:46,204][hyperopt.tpe][INFO] - TPE using 102/102 trials with best loss 0.236040
[2024-01-23 11:06:46,342][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002266 seconds
[2024-01-23 11:06:46,342][hyperopt.tpe][INFO] - TPE using 103/103 trials with best loss 0.236040
[2024-01-23 11:06:46,415][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002277 seconds
[2024-01-23 11:06:46,416][hyperopt.tpe][INFO] - TPE using 104/104 trials with best loss 0.236040
[2024-01-23 11:06:46,605][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002326 seconds
[2024-01-23 11:06:46,605][hyperopt.tpe][INFO] - TPE using 105/105 trials with best loss 0.236040
[2024-01-23 11:06:46,758][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002323 seconds
[2024-01-23 11:06:46,758][hyperopt.tpe][INFO] - TPE using 106/106 trials with best loss 0.236040
[2024-01-23 11:06:46,857][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002245 seconds
[2024-01-23 11:06:46,857][hyperopt.tpe][INFO] - TPE using 107/107 trials with best loss 0.236040
[2024-01-23 11:06:46,947][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002274 seconds
[2024-01-23 11:06:46,947][hyperopt.tpe][INFO] - TPE using 108/108 trials with best loss 0.236040
[2024-01-23 11:06:47,059][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002312 seconds
[2024-01-23 11:06:47,059][hyperopt.tpe][INFO] - TPE using 109/109 trials with best loss 0.236040
[2024-01-23 11:06:47,118][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002241 seconds
[2024-01-23 11:06:47,118][hyperopt.tpe][INFO] - TPE using 110/110 trials with best loss 0.236040
[2024-01-23 11:06:47,250][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002303 seconds
[2024-01-23 11:06:47,250][hyperopt.tpe][INFO] - TPE using 111/111 trials with best loss 0.236040
[2024-01-23 11:06:47,344][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002239 seconds
[2024-01-23 11:06:47,344][hyperopt.tpe][INFO] - TPE using 112/112 trials with best loss 0.236040
[2024-01-23 11:06:47,493][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002249 seconds
[2024-01-23 11:06:47,494][hyperopt.tpe][INFO] - TPE using 113/113 trials with best loss 0.236040
[2024-01-23 11:06:47,626][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002258 seconds
[2024-01-23 11:06:47,626][hyperopt.tpe][INFO] - TPE using 114/114 trials with best loss 0.236040
[2024-01-23 11:06:47,731][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002263 seconds
[2024-01-23 11:06:47,731][hyperopt.tpe][INFO] - TPE using 115/115 trials with best loss 0.236040
[2024-01-23 11:06:47,816][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002254 seconds
[2024-01-23 11:06:47,816][hyperopt.tpe][INFO] - TPE using 116/116 trials with best loss 0.236040
[2024-01-23 11:06:47,928][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002260 seconds
[2024-01-23 11:06:47,928][hyperopt.tpe][INFO] - TPE using 117/117 trials with best loss 0.236040
[2024-01-23 11:06:47,983][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002259 seconds
[2024-01-23 11:06:47,983][hyperopt.tpe][INFO] - TPE using 118/118 trials with best loss 0.236040
[2024-01-23 11:06:48,137][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002263 seconds
[2024-01-23 11:06:48,137][hyperopt.tpe][INFO] - TPE using 119/119 trials with best loss 0.236040
[2024-01-23 11:06:48,231][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002268 seconds
[2024-01-23 11:06:48,232][hyperopt.tpe][INFO] - TPE using 120/120 trials with best loss 0.236040
[2024-01-23 11:06:48,399][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002338 seconds
[2024-01-23 11:06:48,400][hyperopt.tpe][INFO] - TPE using 121/121 trials with best loss 0.236040
[2024-01-23 11:06:48,560][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002311 seconds
[2024-01-23 11:06:48,561][hyperopt.tpe][INFO] - TPE using 122/122 trials with best loss 0.236040
[2024-01-23 11:06:48,671][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002319 seconds
[2024-01-23 11:06:48,671][hyperopt.tpe][INFO] - TPE using 123/123 trials with best loss 0.236040
[2024-01-23 11:06:48,747][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002258 seconds
[2024-01-23 11:06:48,747][hyperopt.tpe][INFO] - TPE using 124/124 trials with best loss 0.236040
[2024-01-23 11:06:48,888][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002291 seconds
[2024-01-23 11:06:48,888][hyperopt.tpe][INFO] - TPE using 125/125 trials with best loss 0.236040
[2024-01-23 11:06:48,938][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002385 seconds
[2024-01-23 11:06:48,938][hyperopt.tpe][INFO] - TPE using 126/126 trials with best loss 0.236040
[2024-01-23 11:06:49,127][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002292 seconds
[2024-01-23 11:06:49,128][hyperopt.tpe][INFO] - TPE using 127/127 trials with best loss 0.236040
[2024-01-23 11:06:49,215][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002271 seconds
[2024-01-23 11:06:49,215][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.236040
[2024-01-23 11:06:49,364][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002343 seconds
[2024-01-23 11:06:49,365][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.236040
[2024-01-23 11:06:49,527][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002413 seconds
[2024-01-23 11:06:49,528][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.236040
[2024-01-23 11:06:49,653][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002283 seconds
[2024-01-23 11:06:49,654][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.236040
[2024-01-23 11:06:49,730][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2024-01-23 11:06:49,730][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.236040
